title,story
악녀에게 반하지 마세요,"눈을 떠보니 제국 최악의 악녀 이그나 라크벨라에 빙의했다고? 
심지어 집안이 쫄딱 망했어?! 

하지만 걱정 마시라. 내 재능으로 다시 일어설 뿐이니까! 

비호감 1위인 몰락한 악녀에서 제국 최고의 인기인이 되기까지의 이야기."
독보다 강한 꽃,"특수요원의 캡틴인 영설은 잠에서 깨어나보니 고대복장을 하고 철창 안에 갇혀 있는 자신을 발견한다. 
영설, 장공국(長空國) 정원후(靖遠侯)의 외동딸이었던 그녀는 8살 때, 부모님을 여의었고 홀로 다 쓰러져가는 정원후부를 가까스로 유지해왔다. 
하지만 자신의 정혼자인 6황자는 그녀의 마음도 모른 채 그녀와 파혼하기 위해 온갖 수단을 써왔는데...

특수요원 영설은 다시 태어난 이곳 장공국에서 자신을 모함하고 해치려는 자들을 과연 어떤 방법으로 혼쭐 내줄 생각인 걸까? 
그리고 그녀는 과연 정원후부를 어떻게 다시 일으켜 세울 것인가!"
망할 가문을 살려보겠습니다,"구성작가로 치열하게 살아가던 나 지연우는 
비명횡사 후 동료작가가 재미로 쓴 소설 [오시리아 연대기]에 빙의하고 만다.

그것도 몇 장 나오지 않았던 엘리어스 가문의 다섯째 딸, 
고도비만 준 히키코모리 영애인 태라 엘리어스로.

산넘어 산이라고 이 가문은 곧 역적으로 몰려 멸문하고, 
직계 가족은 모두 단두대 행! 
고로, 곧 태라도 죽는다.

그래서 태라는... 아니, 태라의 몸에 빙의한 지연우는 
최대한 이 가혹한 운명에서 벗어나려 고군분투한다.

그렇게 모든 일들이 순조롭게 흘러갈 줄 알았다. 온갖 재능을 신이 몰빵한 그 놈! 
제국 황위 서열 2위. 카일 아무르 2황자와 엮이지만 않았더라면...!"
이계막차,"꽃을 피우면 소원을 빌 수 있다고?

야근 후 피곤한 몸을 이끌어 겨우 막차를 탄 '강지안'은
잠깐 졸게 되고 종착역까지 가버리게 된다.
그리고 눈을 뜬 그곳은 한 번도 본 적 없는 세상 '이계'였다.

온갖 요괴와 귀신들 사이에서 돌아갈 방법을 찾는 와중
익명의 누군가에게 받은 달맞이꽃을 피우면
소원을 빌어 돌아갈 수 있다고 한다.

그리고 지안에게 나타난 수상한 남자 '찬'
소문도 좋지 않고 하는 짓마다 믿음직스럽지 못한 그가
지안과 함께 꽃을 피우기로 약속하는데...

무사히 꽃을 피워 소원을 빌고 다시 돌아갈 수 있을까?"
그림자 달,"[카카오페이지X케나즈 ㅋㅋㅋ웹툰 아카데미 데뷔반 1기 선정작]

21세기 천재 도예가 '서청진'은 500년 전 과거 조선의 양갓집 규수 '이영화'로 빙의한다. 그런데 뭐라고?!
곧 임진왜란이 일어난다고?! 현대로 돌아가기 위해, 생존을 위해 알고 있는 역사 지식을 총동원해 부와 인맥을 늘려가던 이영화.
그런데 왜 역사에서 멀어지려면 멀어질수록 왜 역사적 인물들이 다가오는 거야?!"
나도 있어! 근육,"허약체질인 웹툰 작가 Y는 자동차 사고를 계기로
필라테스라는 운동을 시작한다.

고문 기구처럼 생긴 운동기구에 겁먹지만,
막상 해보니 역시나 고문 기구처럼 사람을
늘였다 줄였다 너무나도 힘든데…

과연 Y는 무사히 건강해질 수 있을 것인가.
Y의 몸에도 근육이 생길 날은 올까."
"천마, 리치왕의 무림을 부수다","신마경의 경지에 도달하기 위해 발을 띄우던 중 알 수 없는 전음이 방해하기 시작했다.
결국 집중력이 흐트러져 주화입마에 빠져 쓰러지고,
한달 후 눈을 떠보니 이계에서 '리치왕'이란 자가 넘어와 무림을 뒤엎어 버린 후였다.
천마신교마저 뒤엎어버린 리치왕과의 대결을 마치고

140년이 지난 후 깨어난 무림은 무공과 마법이 공존하고 있었다."
취접냉월,"대한민국 만화계의 거장, 황미나 작가의 고전 명작이 웹툰으로 리메이크 되다!!

‘차가운 달이 뜨니, 취한 나비가 날아드는구나.’

유능한 암살자 냉소월은 어릴 적부터 암살 문파인 현진문에서 자라,곧 문파 최고의 암살자인 특급살수를 목전에 두고 있다.
그녀의 목표는 집안을 멸문시킨 ‘단혼오공표’의 흔적을 찾아 복수하는 것!
하지만 특급살수가 되기 위한 마지막 목표를 두고,그녀는 현존하는 무림 최고의 방파, 
천응방의 후계자인 백운비를 만나버린다.
자신과는 다르게 밝고 정의로운 운비를 보며 소월은 정체불명의 감정에 휩싸이는데…

무림을 배경으로 펼쳐지는 치열하고 아름다운 사랑과 복수―!!


ⓒ보민,레이카(원작: 황미나,진산)/학산문화사"
왕위 계승자 때려치겠습니다,"루게릭 병으로 병원에서 죽은 듯 살아가는 김선우,
결국 아무것도 하지 못한 채 억울한 죽음을 맞이하게 된다.

하지만, 그가 깨어났을 때는 지구가 아닌 '아르탄 행성'이라는 이세계에서 환생하게 되는데...

그곳은 지구와 별반 다를 것 없이 인간들이 존재했지만
운석의 충돌로 인해 '프레데터'라는 괴물이 나타나고
인간들을 잡아먹기 시작했다.

하지만, 그와 동시에 프레데터가 아닌 '각성자'
즉, 초능력자로 변하게 된 사람들은
인류를 구원하기 위해 프레데터들과
싸우게 된다.

그 중 첫번째로 운석의 힘에 노출되었던 남자,
'강 현'은 다크니스라는 UR급 초능력을 가지고
72명의 아르탄 수비대와 함께 프레데터들을 무찔렀고
대 프레데터용 방벽 도시, '아르탄 시티'를 건설하고
인류의 왕이 된다.

하지만, 이후 프레데터 대침공으로
그는 행방불명이 되었고 모두가 죽었다고
생각하게 된다.

김선우는 그런 강현의 힘을
이어받아 이곳으로 넘어오게 된
""왕위 계승자""였던 것이다.

하지만, 김선우는 모처럼 얻은 새 인생을
왕 같은 귀찮은 일에 시간을 소비하고 싶지 않아 하는데..."
로벨: 악의를 계승받은 자,"초강대국 슈르트와 라이오니아의 영토 분쟁은 수많은 전쟁을 일으켰고 전장의 승패를 가르는 강력한 존재가 있었으니 바로 [워로드]라고 하는 자들이었다. 워로드였던 주인공 로벨의 아버지 로드릭의 배신으로 라이오니아의 패색이 짙어졌고, 로벨은 매국노의 아들로 낙인 찍혀 어머니와 함께 힘들게 살아가고 있었다. 그러던 어느 날, 국가의 감시와 규제 속에서 희망 없이 살아가던 로벨의 앞에 그가 숭배하던 영웅, 파이브의 수장 피닉스 레온이 나타나 새로운 길을 열어주는데, 그것은 바로 무법지대에 위치한 범죄자들의 집합소와 같은 어비스 학원에 입학하는 것. 어비스 학원에 입학한 로벨에게 완전히 새로운 세상이 펼쳐진다. 그리고 그가 증오했던 아버지에 대한 진실도 차츰 밝혀지는데..."
시크릿 미미,"남자 잡아먹는 팔자의 ‘해라’
술김에 한 남자와 하룻밤을 보내고 마는데…
알고 보니 그는, 조카 유치원의 공주 선생님
‘미미쌤’이었다!
 
‘더 이상 내 팔자의 희생양을 만들 순 없어!’
해라는 애써 미미쌤을 외면하지만,
어째서인지 미미쌤은 자꾸만 해라에게 직진한다.
 
알면 알수록 수상한 마성의 공주 미미쌤과
미미쌤을 지키기 위해 분투하는 해라.
두 사람은 무사히 연애할 수 있을까?"
블랙아웃,"한 장의 사진으로 미래를 볼 수 있는 세상이 왔다!
 
미래발전공사 인화팀의 윤시우는 사진 속 인물의 죽음을 의미하는 사진,
'블랙아웃'을 인화하고 만다.
 
충격적인 인화 결과.
그 인물의 미래를 바꾸기 위해 윤시우는 비밀스러운 파견직 제안을 받아들이고,
VIP의 인화를 전담하며 지금까지 은폐되어왔던
미래 사진의 비밀에 접근하게 되는데….
 
과연 윤시우는 암전된 미래를 바꿀 수 있을까."
너를 만지면,"말랑말랑 귀여운 햄스터 “아라찌”를 만지면, 모두 사랑에 빠진다!

초특급 연애 능력자가 되어버린 대학 새내기 서진의 첫사랑 분투기!"
데드맨31,"수명을 거래하는 불사의 탐정 데드맨.
31일 안에 하나씩,고객만족을 최우선으로! 
만족하지 않더라도 만족시켜드립니다!"
MAVE: 또 다른 세계,"아이돌 데뷔 조<클리어>로 큰 기대를 받던 주인공 '이제나',
같은 소속사의 선배 아이돌 <아로제>의 '주시우' 폭행 사건으로 데뷔가 무산된다.

그렇게 홀로 아이돌 서바이벌 프로그램인 <투비돌>을 준비하던 중,
'주시우'가 ‘이제나’의 반으로 전학을 오는데...

그날 이후 의문의 대상 ‘T’로부터 메신저가 오기 시작하고,
갑자기 눈에 보이기 시작한 퀘스트 창은 모두 ‘주시우’와 팀을 이뤄야 한다고 한다.
도대체 내가 왜 그래야 하는데?!
 
특별한 능력을 가진 소녀들의 아이돌이 되기 위한 성장기!
 
 
그룹 [MAVE:]가 활동하는 또 다른 세계에 여러분을 초대합니다."
내 소설의 악역이 되다,"소설 작가 유승호, 그는 아쉽게도 사망하여 지옥문 앞에 와 있다. 
생전 독자들의 의견을 수렴해 그들이 원하는 엔딩으로 끝내려던 순간 홧김에 세상이 멸망하는 전개로 급마무리 지어 버렸다. 이에 분노한 조현병 독자 한명이 찾아서 실랑이를 벌이 던 끝에 죽어버렸고, 어째서인지 지옥문에 와버렸지만 지옥의 심판관 마저 유승호를 소설 속 세계로 보내 기존의 결말을 바꾸라고 강요하는데... 하지만 하필이면 소설 속 악역의 몸으로 다시 태어나다니 나만큼 재수가 없는 타임슬립러가 있을까? 

소설대로라면 이 세계는 10년 뒤 멸망한다.
그 전에 과연 엔딩을 바꿀 수 있을까?"
슈피리어 스파이더맨,"스파이더맨 최악의 적이 히어로가 된다! 
죽어 가던 옥토퍼스는 피터 파커와 몸을 바꿔치기 해 
진짜 피터를 죽음으로 몰아넣고, 스파이더맨 행세를 시작하는데…! 
냉철한 옥토퍼스는 피터보다 '더 뛰어난' 스파이더맨이 될 수 있을까?"
월요일이 사라졌다,"모든 직장인이 그렇듯, 월요일을 무지하게 싫어하는 진 한.
일요일 밤 자고 난 뒤 출근했는데, 월요일이 아닌 화요일이었다
통째로 사라진 월요일의 기억. 그런데 제대로 사고를 쳤다. 
직장내 최고 퀸카 여사원에게 공개적으로 고백을 해 버린 것!

그리고 다시 또 돌아온 다음 주 평일.
이번에도 일요일에 잠이 든 그는 화요일에 일어나 버렸다!?
진짜로 월요일의 기억이 사라져 버린 상태.
이번에는 회사 대표에게 기가 막힌 프로젝트 건의를 해서 온 회사를 발칵 뒤집어 놓았다!

이렇게 월요일이 될 때마다 또 다른 자신이 깨어나 하나씩 큰 사고를 치는 주인공 진 한.
하나같이 비싼 차를 산다던지, 미모의 여직원에게 용감히 대쉬해 연애에 골인한다던지, 소심한 성격 탓에 속으로만 간직하던 기획안을 용감하게 건의한다던지, 자신의 ‘워너비’ 성향을 마음껏 발산한다.
그러면서 자연스레 사람들은 월요일의 그를 기대하게 되고,
진 한 본인도 차츰 자신감을 얻어가게 되는데....."
왕이 돌아왔도다,"출생의 비밀을 안고 태어난 무술 강자, 소재현.

그는 무술대회에서 이겨 봉령단을 받아 고모의 다리를 고치는 소박한 꿈을 가지고 있었지만
날파리처럼 꼬여대는 사도 가문을 시작으로 첩첩산중으로 나타나는 강자들과의 혈투를 피하기 어려워진다.

날이 갈수록 힘들어지는 상황 속에서 죽은 줄만 알았던 전설 속 소 가(家)의 최강자가 돌아왔다는  소식에 대전장마저 혼란스러워지고...

강호 고수들과의 계속되는 결투, 그리고 여인들과의 사랑.
그 속에서 소재현은 제 출생의 비밀과 마주하게 된다."
밑밥,"만화 ‘밑밥’은 피곤한 삶에 지친 어른들을 위한 이야기입니다.

일상과 대비되는 아름다운 바다의 풍광과 함께 각박한 현실에서 벗어나, 낚시를 즐기는 친구들간의 우정, 반복되는 일상에서는 느낄 수 없는 긴장감 그리고 본능을 자극하는 체험 등을 함께 표현함으로써 단순히 낚시를 소재로만 다루는 것이 아닌, 진정한 낚시의 매력을 표현하고 그 분위기 마저 낚시와 닮은 새로운 형식의 작품."
머니로드,"김강현.
남들은 일생동안 3번 있는 기회를 단 한 번에 다 썼다.
최고의 행운!
그러나
손에 덥석 넣기에는....... 
시간이 필요했다. 

물론 희망이 있기에.
엄청난 희망이 있기에 즐겁게 보내야 했다. 

그 시간 동안, 여러 시행착오를 범하면서도 힘차게 헤쳐 나간다.
1년 동안의 희망노래와 1년 후 ‘돈’의 가치와 ‘인생’을 배워가는 휴먼스토리."
나비인간,"여주인공 '나비비'는 17살이 지나면 
언제든지 ""고치""를 만들어 모습을 바꾸어 다시 태어날수 있다.

중학교 2학년, 유일한 친구 '다희'와 따돌림을 당하던 비비는 
17살이 되는 해만을 기다리며 괴로운 중학생활을 견뎌내고, 

예쁘고 새로워진 모습으로 다시 태어나 고등학교에 입학하여 새출발을 하지만
매번 변할때 마다 괴리감을 느끼던 '비비'에게
'다희'가 '네가 아닌것 같다, 너는 누구냐'는 의문을 던지고 사라진다.

어렸을 적 잠시 살던 동네로 도망치듯 내려가 고등생활을 시작하는 비비는
자신과 같은 중학교 출신인 '방연우'를 만나게 되면서 상황은 오히려 악화되고,
설상가상으로 자신이 고치에서 나오는 모습을 연우에게 들켜버린다."
대사형 선유,"삼류 낭인 곽노의 손에 거둬진 아이들.

사제관계를 맺고 아이들은 어설프게나마
무공과 보법 수련을 하며 각자의 꿈을 꾼다.

먹고살기 위해 곽노는 늘 자리를 비워야 했고,
아이들 중 맏이인 선유는 사제들을 돌봐야 한다.

그는 대사형大師兄이다."
안젤리카,"죽음을 앞두고 마녀에게 거둬진 인형 안젤리카.
안젤리카는 자유를 되찾기 위해 공방에서 탈출하지만,
인형의 몸으로는 스스로 살아갈 수 없다는 걸 깨닫는다.
위기의 순간, 삶이 권태로워 보이는 인간 소미를 만나게 된다.

스무 살이 되면 세상을 떠나겠다는 인간 소미와
인간이 되기로 결심한 안젤리카,
안젤리카는 그날이 오면 소미에게 몸을 넘겨받는 조건으로
함께 학교에 다니기 시작하는데..

인간 세상에 적응하겠다는 안젤리카의 희망찬 각오와 달리
학교에서 들려오는 건
소미를 향한 날선 시선과 믿을 수 없는 소문뿐이었다.

안젤리카는 소미를 둘러싼 수많은 의혹과
소문 너머의 진실에 도달할 수 있을까?
진실을 알게 되고도 안젤리카는 소미가 되어 살아갈 수 있을까?"
SSS급 로맨스 단편선,"어릴 때 정략 약혼을 한 황태자 페틀과 공녀 블리스.
둘은 약혼 사이임에도 성격이 전혀 달라 자주 티격태격해 서로를 연애 대상으로는 전혀 보지 않은 채 하루하루를 보내고 있었다.

그러던 어느 날, 평화롭기 그지없던 제국에
황태자 암살 미수 사건이 발생한다!

“살려줘! 넌 이 상황에 자수가 놓아지냐?!”
“날파리가 시끄러워 자수에 집중할 수가 없군요.”

자수를 놓던 바늘 하나로 황태자를 노리는 암살자를 단번에 처리한 블리스.
얌전한 아가씨인 줄 알았던 내 약혼녀가… <소드마스터> 라고?!

<앤트스튜디오> 로맨스 단편선 세 번째 작품!"
공작 부인의 은밀한 집필,"오랜 시간 글을 써오면서 이렇게 열혈 독자를 만난 것은 처음이었다.
‘내가 필인 걸 말할 수는 없지만... 뭐라도 해주고 싶어!’
엘리샤는 드레스를 잡고 있던 손을 슬그머니 뻗었다.
“음, 내가 악수……해 줄까요?”
“네……?”
“아니면, 안아줄까요?”
그 순간, 레사의 동공이 사정없이 흔들리기 시작했다.

* 남자주인공: 레사 블라크 아르문트 – <리턴 나이트> 작가 '필'의 열혈 팬. 우연히 서점에서 만난 엘리샤의 모습에 호기심을 느끼고 정략 결혼을 결심한다.
* 여자주인공: 엘리샤 로즈 베버 – 제국 최고의 인기 작가 '필'. 부모님의 결혼 압박으로 <리턴 나이트>를 쓰다가 무기한 중단에 들어간다.

* 이럴 때 보세요: 소확행 사랑 이야기가 보고 싶을 때

* 배경/분야: 서양풍/로맨스판타지
* 작품 키워드: #판타지물 #서양풍 #왕족/귀족 #정략결혼 #선결혼후연애 #츤데레남 #존댓말남 #다정녀 #외유내강 #단행본 #달달물 #"
내 어깨 위에 공룡,"귀신을 보는 소녀 '다빈'
우울한 나날을 보내던 중 공룡 귀신과 만났다.
그날 이후 다빈의 뒤를 졸졸 따라다니는 공룡 귀신.
다빈과 공룡 귀신의 뜻밖의 동거가 시작된다."
위튜브스쿨 [LIVE] 배틀방송중!,"20xx년. 지금은 대위튜브시대
구독력이란 특수한 힘으로 인간의 한계를 초월한 컨텐츠를 만드는 위튜버들
채널 떡상으로 부와 명예를 노리는 학생들이 모인 ‘위튜브스쿨’

위튜버들 중 정점에 군림하던 위튜버 채널[갓도트]
3년 전 그는 충격적인 논란에 휩싸인 채 자취를 감춘다
하지만 그 실체는 외부세력에 의한 조작이었던 것!

“내가 위튜브배틀로 형의 누명을 풀겠어, 그러기 위해 이곳에 들어온 것이니까”
채널[갓도트]를 이어받은 위튜버 이학수는 복수를 위해 ‘위튜브스쿨’에 입학한다."
먼치킨 육아일기,"전직 킬러였던 민환. 그는 죽음의 문턱 앞에서 명계에 도달한다.
사랑하는 사람을 다시 만나기 위해 500년간 악착같이 수련한 그는,
명계에서 '마존'이라는 타이틀을 달 정도로 강해졌다.
마침내, 원래 세계로 돌아갈 수 있다는 확신이 생겨 이를 실행한다.

그런데... 잠깐.
나한테 딸이 있다고?

나도 모르는 사이에 생긴 딸!
어쩌겠어? 행복할 수 있도록 잘 해줘야지!

먼치킨 아빠의 육아일기, 시작합니다!"
메리 수,"23세기, VR 기술이 눈부시게 성장하며 인류는 가상 기대에 돌입했다.

가장 각광받는 사업은  ""가상 인생""을 통해 완벽한 인생 시나리오를 경험하는 일이다.

나, 하선우는 가상 인생을 판매하는 드림투어 컴퍼니의 NO.1 VR 게임 연기자로써 최고의 인지도와 성과금을 자랑하지!!
만,  돈이란 벌어도 벌어도 끝이 없는 법....

그런 자에게 한줄기 빛이 내려왔으니, <도망만 233번째♡>에서 고객 만족도 만점을 받으면 최다&최고 성과금을 받을 수 있다고?!

그 정도야 식은 죽 먹기지!!

가상현실 속 시나리오를 정해진 대로 이끌어야 하는 하선우의 계획은 순탄하게 이어질 수 있을까?"
아싸가 알아버렸다,"음침한 성격에 학교를 싫어하며 어떠한 사정으로 알바만 하는 아싸 '박두봉' 
그런 두봉과는 반대로 성적 우수, 품행 단정에 친화력 높은 성격으로
반에서 가장 신뢰받는 인싸 의문의 전학생 '한윤정'
아싸와 인싸, 물과 기름처럼 극과 극으로 다른 둘의 좌충우돌 학교생활기!"
웽툰,"스스로 조차도 
이해할 수 없었던 당신의 바보짓.

바로 이 녀석, 
웽(Wooeng)의 소행이였다는 사실을 
알고 계신가요?"
이세계가 체질입니다,"""당신이 우리 데몬족을 구원할 예언된 자입니다"" 

이세계, 다종족이 모여사는 휴로스 대륙, 인간과 데몬 이 두 종족은 가장 강력한 종족이다.
오래 전, 이세계의 인간은 데몬이나 오우거 같은 이종족에게 대항하기 위해, 드래곤을 숭배하고 
그 대가로 드래곤의 마법을 전수받게 된다.
두 종족은 대륙의 자원을 두고 끊임없이 전쟁을 벌인다. 

#1
데몬족 여왕인 이사벨라는 부하의 배신으로 모든 마력을 잃어 인간의 모습을 하고 있다. 
인간들이 만든 제국 아카데미에서 잃어버린 마력을 회복해 다시 데몬족의 여왕으로 
복권 되길 도모한다.

#2
요한은 21세기, 게임이나 하며 잉여로운 삶을 보내다 잠에서 깨어나보니 이세계로 차원이동, 
눈떠보니 데몬족 여왕의 남편이자, 장차 데몬족을 구원할 예언된 자가 되어 있는데…
마력은커녕 할 줄 아는 건 그림 그리는 것뿐. 하지만 제국 아카데미에서 그림에 특출난 재능을 
인정받아 대장술을 배우며 이세계에 새로운 눈을 뜨게된다.

제공: 텐센트"
명나라로 돌아가 왕이 되기,"케이블카 사고를 당한 주인공은 지옥의 옥졸인 ‘우두마면’의 실수로 죽음을 맞이한다.
원래대로라면 3년을 마저 살아야 했던 그는 결국 ‘최 판관’의 지시로 환생을 하게 되지만, 
어째서인지 매번 짧게 살다 죽는 탓에 3년을 채우지 못한다.
여러 번의 환생으로 몸도 마음도 점점 지쳐가던 그는 어느덧 9번째 환생을 하게 되는데…
 300년 전 명나라의 한 젊은 수재(秀才)의 삶을 살게 된 그는 어쩌면 마지막일지도 모르는 이번 생에서의 운명을 받아들이고, 현대에서 배웠던 지식을 이용해 적응해 나간다. 
그는 과연 명나라에서 어떤 삶을 살아가게 될 것인가?"
EIGHTEEN : 18 (에이틴),"낡은 원전을 덮친 대형 쓰나미

그로부터 18년 후. 십대 청소년들 사이에서 초능력자들이 나타나기 시작했고, 그들은 모두 일진이 되었다.

그리고 그 일진을 응징하는 미스터리 한 소년. 그의 정체는?!"
달빛조각사 데포르메,"이것은 또 하나의 《달빛조각사》! 한국 게임 판타지 소설의 신화!  《달빛조각사》 SD 4컷 개그 만화!
《달빛조각사》 원작 소설 내용을 코믹한 4컷 만화로 패러디했습니다."
결혼 장사[19세 완전판],"사치스러운 악처, 비앙카 드 아르노.
모두에게 버림받고 죽어가던 그때, 비앙카는 기적적으로 열여덟 살로 회귀한다.

절연 상태나 다름없는 친정, 아르노 백작령의 그 누구도 자신을 좋아하지 않는다.
고립된 나의 입지를 다지려면, 후계자가 필요하다….

""당신의 아이를 낳을 준비가 되었어요.""
""…그 이야기는 나중에 합시다.""


""우리 결혼이 얼마짜리였죠? 그 값을 하겠다는 거예요."""
악의의 농도 [19세 완전판],"""""프라우드 카터, 내 인생은 그 놈 때문에 망했어!""""

귀족 영애였던 리타는 그 놈 때문에 시한부 술집 작부가 되었다.
복수를 하고 싶어도 쥘 칼날이 없는 나날들.

그런 리타에게 이국의 주술사가 제안했다.
""""당신의 낡은 몸을 새 육신과 맞바꿔 드리겠습니다.""""
주술사의 마법으로 시한부 작부 리타는 백작가의 영애, 베르타 알베르하트로 다시 태어날 수 있었다.

하지만 베르타는 알지 못했다.

""""아가씨, 제가 아가씨의 몸을 준비시켜 드리겠습니다.""""
""""다른 사람한테 범해지는 당신의 모습, 너무 아름다워.""""
""""아름다운 숙녀에게 이정도 대가는 바라도 되겠지요.""""

아름다운 베르타의 몸을 노리는 적이 사방에 깔려 있었다는 것을!

하지만 이제는 당하고만 있을 베르타가 아니다.
'힘없는 자의 악의는 꽃피기도 전에 스러진다. 하지만 지금의 나는 달라.'
넘쳐나는 돈과 백작 지위. 아름다운 얼굴과 몸을 이용해 복수에 한 발짝씩 다가가는 베르타.

과연 베르타의 칼날은 원수를 찌를 수 있을까?"
아파도 하고 싶은[19세 완전판],"‘그’를 아주 오랫동안 짝사랑해왔다.

하지만, 

그에게 하연은 여자가 아니었다. 
좋게 봐야 같은 동아리 후배, 
더 나아가서는 같은 직장에 다니는 여자애. 그냥 그 정도.

그랬던 그가 결혼을 한다?

“선봐서 곧 결혼할 거야. 되도록 이른 시일 내에.”

모르는 여자와의 계약 결혼을 할거라는 남자의 말에 
하연은 오랫동안 간직했던 감정을 억누르지 못했다. 

“꼭 하셔야 한다면…. 저랑 해요, 그 결혼.”

서투룬 유혹, 남자의 단단한 등에 매달려 뜨거운 입술을 겹쳤다.
발칙한 후배의 도발. 선배는 화를 낼까. 아니면 미쳤다고 비웃을까. 
그러나 남자의 입에서 나온 말은 예상외의 것이었다.

“할 거면 제대로 해야지.” <아파도 하고 싶은>"
신부의 밤 [19세 완전판],"요괴들의 왕이자 이계의 유일한 용 진몽.
모든 걸 다 가진 그가 유일하게 갖지 못한 것은 꿈속의 정체 모를 여인.

""내가 빨고 싶은 건 이게 아닌데.""

멋대로 그의 꿈에 나타나 입술을 빼앗고 몸을 겹치고 정을 나눠놓고
벌써 보름째 그를 찾아오지 않는 그녀에게 진몽은 목이 탄다.

그런데 하얀 눈이 내리던 어느 밤, 드디어 찾았다.

지독히 불행하여 바라는 것이 없는 여자, 하늘과
그녀에게 모든 것을 내어주려고 하는 남자, 진몽의

운명적이고 치명적인 이야기."
로드 오브 머니,"재계 서열 5위 <지경그룹>의 망나니 셋째 아들 천중명. 
그의 밑에서 비서로 일하는 성창욱.

그런 성창욱을 사고사로 위장해 죽이려는 천중명은 
성창욱과 함께 전기에 감전되어 버리고 
둘은 하루 아침에 몸이 바뀌고 마는데… 

꼴통 재벌 천중명의 몸으로 다시 태어난 성창욱! 

“세상에 없던 꼴통 재벌이 되라는 겁니까?”
“내가 나서면 지옥문 열리는 겁니다.”

로드 오브 머니(Lord of money) 천중명의 거침없는 행보가 시작된다."
빛과 그림자 + 골든 타임,"뛰어난 무공으로 화려한 업적을 남긴 에드나 공작 부인과 일라이 공작 부부의 장남 ‘알렉스’. 

그는 부모님의 위광을 업은 우물 안 개구리가 되는 게 싫어, 진정한 ‘왕’이 되기 위한 여정을 떠난다.

믿음직한 동료들을 하나둘 모아가던 중, 우연히 무리에 합류한 꾀죄죄한 떠돌이 소년 ‘케니’에게 

알렉스는 영문도 모른 채 끌리기 시작한다. 알고 보니 그 소년의 정체는 아주 어릴 적에 만난 적이 있는, 

타국의 제2 왕녀이자 폭군 ‘프레드릭’의  정혼녀 ‘예시카’ 였다! 재회의 기쁨도 잠시, 

두 사람의 사랑은 거대한 전쟁의 불씨를 당기고 마는데

<빛과 그림자> 시리즈,

3부작 중 제2편 <골든 타임>으로 연재 재개!"
트리거,"불량하기로 유명한 대명 고등학교에 입학한 평범한 고등학생 남지일.
입학 첫날부터 일진들의 타깃이 되어 전교생이 다 아는 빵셔틀이 되고 만다.
고질적인 심장병을 앓고 있던 약한 몸으로 일진들에게 폭행과 괴롭힘을 당하며
괴로운 나날을 반복하던 중, 뜻밖의 변화를 겪고 인생의 전환점을 맞이하게 되는데..."
아! 형산파,"“형산파는 내 집이고, 사형제들은 내 가족이다!”

무심한 아버지에게 외면당하고 새어머니의 핍박을 받다
금자 스무 냥에 팔리듯 쫓겨 형산파로 온 소년 이군악.

형산파에서 처음으로 사람의 애정을 받고 행복을 느꼈지만,
사숙조와 함께 떠난 수련행은 생사지경의 비무와 고독만이 가득하고..
형산파로 돌아가는 것만이 군악의 유일한 꿈이 된다.

10년 후, 벼락을 맞고 형산파 독문무공 ‘금안뇌정신공’을 12성 가깝게 익힌 군악은
드디어 형산파로 돌아가게 되는데...?!

형산파와 사형제들을 지키기 위한 이군악의 투쟁이 시작된다!"
궁귀검신 2부 : 궁귀의 후예,"2700만 뷰의 웹툰<궁귀검신>, 그 후속작이 돌아왔다!

이제는 나이 지긋한 할아버지가 되어 버린 궁귀 을지소문.
말썽꾸러기 손자에게 삼대를 이어 온 말 많고 탈 많은 중원행을 명하다!
몰락한 남궁세가를 구원하고
화려한 부활의 날개를 달아 주기 위한 을지호의 불꽃 튀는 고군분투!!"
킹스메이커 ~Triple Crown~,"쿠데타로 폭군을 끌어내리고 고생 끝에 황좌를 탈환한 볼프강.
전 황제의 소유물이었던 애동 신수혁마저 자기 것으로 만들어 황좌,사랑,복수의 트리플 크라운을 달성한다.
신수혁은 재무대신 자리에서 볼프강을 보필하며 하루를 보내고 그런 신수혁에게 볼프강은 애정공세를 퍼붓지만
자신을 전대 황제로부터 얻어낸 전리품으로 여긴다 믿고 선을 긋는다.
설상가상 위태로운 황권에 반발하는 무리가 볼프강을 노리고 쿠데타를 도모하는데.....
과연 볼프강과 신수혁은 휘청이는 황권을 바로잡고 둘 사이의 관계를 이어나갈 수 있을까?
킹스메이커 2부의 시작 ~Triple Crown~ 그 이야기 속으로 여러분을 초대합니다!"
갑의 순정,"""처음 뵙겠습니다. 오늘부터 해외영업부 본부장을 맡게된 강하진 입니다.""

10년 전 첫사랑과 하룻밤 실수 후 다시 볼 일 없을 거라 생각했던 남자가
'갑'이 되어나타났다.

""넌 나와 죽어도 연애는 못하겠고, 나는 너를 그냥 부하직원으로 대할 자신이 없고""
""그렇다면 답은 하나밖에 없지.""

..........그게 대체 뭔대요? 
""파트너로 지내는 수밖에"" 

부드럽게 휘어지는 하진의 눈꼬리를 보며 지혜는 직감했다.
10년 만에 또다시 자신의 인생에 '강하진' 이라는 커다란 시련이 끼어들었음을."
