title,story
"소녀의 디딤돌 : 희망, 함께 날다","본 콘텐츠는 자립준비 청소년들이 안정적인 환경에서 자립할 수 있도록 지원하는 프로그램, 삼성 희망디딤돌 브랜드웹툰입니다. 
홀로서기에 나선 소녀의 따뜻한 성장 스토리를 만나보세요"
조선여우스캔들,"우리가 아는 전래동화는 사실 하늘에서 도망친 신수들이 벌인 범죄극이다!
하늘에서 어사로 파견된 여우 시호. 조선 최고의 기생이자 사기꾼 초란.
재주도 많고 사연도 많은 이들이 도깨비들의 수장 담과 함께
인간들을 괴롭히는 악한 신수들을 쫓아, 전래동화 속 이야기를 유쾌하게 뒤집고,
하늘마저 눈물을 흘릴 애틋한 사랑도 함께 시작한다. 바로 지금!"
최면학교,"'지금부터 당신은 최면에 빠집니다...'
최면능력을 가진 주인공 김찬규는 여자에게 인기를 얻고 싶어 열심히 최면을 이용해보지만 매번 뜻대로 되지 않는다. 
거듭되는 실패 속에 만난 비범한 능력의 소녀와 김찬규, 특별하지만 안타까운 그들의 이야기. 이것은 개그만화가 아닙니다!"
아찔한 전남편,"국민 여배우 하은설.
여배우 전성기 시절 남편과 첫눈에 반해서 결혼했고, 1년 만에 헤어졌다.
대한민국 톱배우였던 하은설의 입지는 바닥까지 추락했다.
하지만 하은설, 악착같이 일어나 재기에 성공했다!

그리고 4년 뒤, …그가 다시 나타났다.

전남편의 유혹에 넘어가지 않기 위한 은설의 힘겨운 사투!
과연 성공할 수 있을까?"
스치면 인연 스며들면 사랑,다른 지구에 존재감을 두고 이 쪽 지구로 넘어온 현도. 어느 날 현도의 존재를 느낄 수 있는 사람인 선화가 현도 앞에 나타난다. 아무것도 남기지 않고 살던 곳으로 돌아가려던 현도에게 희망이 생긴다. '나도 남들처럼 살 수 있지 않을까?'. 옷깃만 스쳐도 인연. 현도는 인연을 넘어 이 곳에 자연스럽게 스며들고 싶다.
태권보이,"성적도 장래희망도 애매모호, 뭐든 설렁설렁 대충이지만 알고 보면 태권도 고수인 주인공 '김인'.
주변에서는 겨룰 자가 없을 만큼 출중한 실력을 자랑하지만 어쩐지 선수는 되려 하지는 않는다.
태권도는 사랑하지만 겨루기는 제기차기라고?
그런 인에게 운명처럼 찾아온 태권도계의 슈퍼루키 김민석과의 단 한 번의 겨루기.
이제 그들은 이기기 위해, 제대로 싸우기 위해 새로운 태권도 겨루기의 장에서 맞선다!"
아도나이,"경신일보 유미건 기자는 어느 날 의문의 제보 메일을 받게 된다. 그녀는 알 수 없는 이끌림에 매료되어 외계인을 믿는 사이비종교 '앙천회'에 잠입 취재를 감행한다. 그런데 이 종교, 알면 알수록 위험하다. <지금 우리 학교는> 주동근 작가의 미스테리 스릴러."
악녀 18세 공략기,"로판 웹툰 속 악녀 라이사가 웹툰 원 작가인 18살 유도은의 몸으로 빙의돼버렸다!
이 세계에 빙의된 것도 억울한데, 내가 죽을 운명의 악녀라고?!
자신의 결말을 바꾸기 위한 작가 공략기!"
이건 그냥 연애 이야기,"이제 막 연애를 시작한 세인은 뜨거운 사랑을 꿈꾸지만 어쩐지 유준과의 연애는 미지근하기만 하다.
연애의 불씨를 살리기 위해 고군분투하는 세인과 알 수 없는 태도의 유준.
거기다 자꾸만 엮이게 되는 윗집 남자 이겸까지.
순탄하지 않은 세인의 이건 그냥 연애 이야기."
베어케어,"낮에는 까칠도도 문 상무, 밤에는 털찐 바보 '곰'이 되는 남자 문웅.
어느날 그의 은밀한 이중생활에 자칭타칭 대형사고 콜렉터, 비서 연조가 들어온다.
밤마다 포텐 터지는 자신의 귀여움을 숨기고픈 문웅과
반드시 그의 정규직 비서가 되려는 연조의 '임시보호' 계약 동거가 시작된다!"
"팔이피플
휴재","<마스크걸>, <위대한 방옥숙> 매미/희세 작가의 신작!
SNS에서 육아용품 파는 평범한 유부녀 박주연, 그녀의 고등학교 동창인 김예희는 팔로워 70만의 셀럽으로 엄청난 부와 명성을 누리는 중이다.
박주연은 김예희를 미워하는 동시에 집착하고 있는데, 과연 그녀는 김예희의 과거를 폭로하고 셀럽으로 올라설 수 있을까?"
사람은 고쳐 쓰는 게 아니야!,"나는 신이 제일 먼저 만든 인간이었다. 나는 사랑받는 게 당연해서 타인에게 한번도 사랑을 베풀지 않았다.
어느 날, 신이 노하여 내 앞에 나타났고 내게 문제를 내었다.
나는 그 문제의 답을 찾을 때까지 마음대로 죽지 못한다.
이번에 환생하면 답을 꼭 찾겠어. 그런데... “뺘아아!” 아기 황녀의 몸으로 환생?! 망했다!"
6월의 라벤더,"어릴 적 미술학원에서 만나 어른이 된 지금까지 절친인 시연과 유라.
사회에 첫 발을 내딛게 된 두 친구에게는 아직도 어렵고 두려운 일들이 가득하다.
새로운 일과 낯선 감정들이 어색한 두 친구는 오해와 화해를 반복하며 점차 성장해간다."
"소공녀 민트
휴재","고아원에서 가장 초라한 소녀 민트.
온갖 학대를 받으며 괴로운 나날을 보내던 어느 날, 대 귀족 엘케도니아 대공이 후원자로 나타난다.
“이 아이는 내가 데려가겠다.” ‘내가 정말 이곳에 있어도 되는 걸까?’
고아 소녀에서 제국의 소공녀가 된 민트의 힐링&성장 로맨스!"
"그렇고 그런 바람에
휴재","4년 전 학교를 떠들썩하게 만들었던 불륜녀 오바람이 복학했다.
그런데 복학한 것은 바람만이 아니다? 바람의 주변을 맴돈다는 물귀신 소문..!
바람은 물귀신의 훼방에도 굴하지 않고 즐거운 학교생활을 이어갈 수 있을까?
<라일락 200%> 아니영 작가의 캠퍼스 로맨스 신작!"
내 남편과 결혼해줘,"하나뿐인 절친과 바람이 난 남편. 
그것도 모자라 시한부인 나를 죽여버렸다. 
그렇게 기구하게 죽어버린 ‘지원’, 기적같이 10년 전으로 돌아왔다…?! 
지원은 미래를 바꾸기 위해, 자신의 시궁창 같던 운명을 절친 ‘수민’ 에게 넘기기로 다짐한다.
그러니까, 나 대신 내 남편과 결혼해줘."
"마법스크롤 상인 지오
휴재","마법사인 듯, 마법사 아닌
마법사 같은 너! 오지오!"
"남편을 만렙으로 키우려 합니다
휴재","무심한 남편 때문에 외롭게 삶을 마감한 앰버. 회귀하여 결혼 첫날밤으로 돌아온다…! 전생을 되풀이하지 않기 위해 가난한 공작가를 부흥시키고, 남편과 깔끔하게 헤어지려 하는데… ""부인이 내키시는 대로 저를 대해주십시오."" 180도 달라진 남편의 모습에 당황스럽다!"
광해의 연인,"“내가 그랬지, 널 기억하겠다고.”
2020년 대한민국. 집안 대대로 시간 여행자라는 특별한 능력을 갖고 있는 소녀 경민.
갑작스러운 아버지의 죽음에 조선시대로 타임 슬립한 그녀는 그곳에서 27살의 광해군을 만난다. 
오랫동안 누군가를 애타게 찾고 그리워했던 이야기, 
400년의 시간을 뛰어넘은 두 사람의 특별한 사랑이 시작된다!"
"멸종위기종인간
휴재","거대한 혜성이 지구를 덮친 날,
모든 인간들의 소원이 이뤄지고 말았다.
오히려 재앙이 되어버린 이 세상에서 소원으로 능력은 얻은 이들은
인류의 멸종을 맞선 영웅이 되기로 선택한다."
살고 싶어? 그럼 키스해,"아버지의 지방 발령으로 예기치 못하게 전학을 가게 된 은지는 단짝 친구들과 떨어지게 됐다. 은지는 전학 간 친구들하고 친해지려고 하지만 친구들과 어울리지 못하고 혼자 학교생활을 보낸다. 시간이 갈수록 외로움을 느끼며 점점 지쳐가는 은지, 그러다 은지는 신호를 무시하고 달려든 트럭에 교통사고를 당하게 된다. 눈을 떠보니 이미 싸늘하게 죽어있는 제 시신을 부둥켜안고 울고 있는 부모님이 보게 된 은지 은지는 실신할 듯 울고 있는 부모님과 아무것도 이루지 못한 자신의 인생을 되돌아보며 죽고 싶지 않다고 소망한다. 그때 정체불명의 미남자 '조슈아'가 갑자기 나타나 은지에게 묻는다. ""살고 싶어? 그럼 키스해"" 은지는 다시 인생을 살기 위해 '악마 조슈아'와 첫 키스로 위험한 계약에 맹세한다."
황제와의 하룻밤,"술김에 하룻밤을 보낸 남자의 정체가... 무려 황제라고?
겉은 아름다운 남작 영애, 속은 풍파에 쩌든 욕쟁이 할머니 '페넬로페'.
""염병, 남자가 거기서 다 거기지.""
그런 그녀에게 열렬히 구애하는 직진순정파 황제 '바트'!
""나는 네가 필요해.""
직진 황제와 독특한 영애의 본격 발랄 로맨스 판타지!"
아마도,"""내가 하는 말 절대로 믿지마. 믿기지도 않겠지만..""
해안가 시골 마을로 좌천된 강력계 형사 '무강'은 미스터리한 시체의 진실을 밝히기 위해 '아마도'로 향한다. 
그 곳에서 마주하게 된 미지의 종교와 함께, 사건의 실마리는 점점 더 꼬여만 가는데..."
적월의 나라,"일종의 초능력인 글리아 능력을 가진 조직원들을 동원,
대통령조차 무릎 꿇게 만드는 절대 조직 ‘적월’!
이 나라는 이미 ‘적월의 나라’다.

악의 근원인 적월을 무너뜨릴 방법을 찾던 정부는
적월 총수 신영우에 버금가는 글리아 잠재력을 지닌 류시환을 발견하고,
그의 피를 이용하여 젊어지는 신약을 개발한다.

그 신약으로 과거의 신영우를 궁지에 몰아넣었던 전대의 고수들,
4대 악인을 전성기 시절로 되돌리는데…

4대 악인은 과연 류시환의 잠재력을 끌어올려서
적월을 무너뜨릴 수 있을 것인가?"
비타운,"해고 위기의 기자, 주영.
‘기레기’짓이라도 해서 특종을 따내보려 하지만 쉽지 않다.
그러던 중, 우연히 주영의 레이더에 포착된 찌라시가 하나 있었으니...
바로, 비혼, 비출산의 아이콘으로 유명해진최고의 셀럽 스테파니 진이사실은 애엄마 라는 것!
결국, 특종에 목마른 주영은 스테파니의 비밀을 밝히기 위해 비타운에 잠입하기로 작정하는데...!
과연, 비혼모 스캔들의 진실은 무엇일까?"
고삼무쌍,"오로지 인생엔 운동과 공부뿐인 장삼봉.
어느 날 갑자기 돌아가신 할머니가 전설의 무림 정파 당주?
손주에게 남긴 비급을 찾기 위해 학교를 찾아오는 무림 고수들.
과연 그는 꿈꾸는 대학에 진학할 수 있을 것인가?!
천 년간 사라진 무림이 현대 고등학교를 배경으로 되살아난다!
무림인들의 고교습격! 장르파괴 무협학원액션"
범이올시다!,"호통치는 영희 할머니와 무뚝뚝 소녀 방실이 앞에 나타난 정체불명의 고양... 아니 호랑이? 
옛날 옛적 어느 산속 마을, 인간 소녀 '방실이'가 친구들과 함께 신통방통한 아기 호랑이 '범이'를 키우게 되면서 일어나는 다양한 일상 이야기! 
그러나 이 평범한 일상 속에 감춰져 있던 신묘한 사실들이 하나둘씩 밝혀지기 시작하는데?!"
"은주의 방 2~3부
휴재","인테리어, 그것은 삶을 바꿔주는 마법이다!
반복되는 야근과 업무 스트레스로 회사를 때려치운 뒤
셀프 인테리어로 인기 블로거가 된 은주.
그녀의 인테리어에서 연애까지, 라이프 체인지 스토리."
천하제일인,"걸렸다하면 영혼까지 탈탈 털어 
참교육 시켜주시는 화악골 심부름꾼, 소마.
가공할 마령성의 위협으로부터 화악골을 지켜야 하는데...

지킬 수... 있을까??"
간 떨어지는 출근,"본 컨텐츠는 <간 떨어지는 동거> 나 작가가 들려주는 요기요의 브랜드 웹툰 이야기입니다.
신입 듀오 요조이와 이담의 환장 케미와 함께 두근두근 오피스 라이프가 펼쳐집니다."
온새미로,"배우 지망생 해리는 특집 드라마 ‘무영탑’ 오디션 준비를 위해 방문한 
국립 부여 박물관에서 신비로운 분위기의 백제 유물 ‘금동대향로’에 이끌린다.
해리로 인해 금동대향로 속에 갇혀 있던 천신의 아들 ‘온새미로’가 깨어나고, 멈춰져 있던 인연의 굴레가 다시 움직이기 시작한다."
밑빠진 용병대에 돈 붓기,"눈보라 속에서 길을 잃었다 구조된 이지현. 하지만 그곳은 아무리 봐도 한국이 아니었다!
지현을 구해준 건 최강의 전사 발데마르가 이끄는 최정예 군사집단 니오 용병대?!
지현은 생존을 위해 그들에게 능력을 팔기로 한다. ""혹시 경영지도사 한 명 필요하지 않으세요?""
과연 지현은 니오 용병대를 살리고, 자신 또한 무사히 집에 돌아갈 방법을 찾을 수 있을까?"
"고교흥신소
휴재","뭐 하나 빠지는 것 없는 고등학생 한유진, 학교에서는 조용하게 지내는 학생이지만
밖에서는 흥신소를 운영하는 사장으로써, 친구들과 함께 뒷세계의 일들을 해결해 나간다!"
대신 심부름을 해다오,"요괴도 있고 사랑도 있고 비밀도 있는 마을, 의양리. 
이곳에서 나고 자란 은호는 스무살이 되었고
산 속에서 20년 동안 잠들어있던 도깨비가 깨어났다. 
은호의 소중한 친구를 지키기 위해서는 할 일이 있다는데...?
가까워지는 인연들에 대한 따뜻한 감성 판타지!"
"1331
휴재","백화점 알바를 하며 쳇바퀴 굴리듯 살던 유민은 삶에 회의를 느낀다.
매니저와의 마찰로 퇴사를 결심하고 매니저의 사무실로 들어선 그때, 유민이 마주한 것은 괴물로 변해버린 매니저.
유민은 매니저를 피해 달아나지만 이내 또 다른 괴물과 마주하며 위기를 맞게 되는데... 이미 백화점 밖은 종말에 가까운 세상이 펼쳐지고 있었다."
이중 나선,"분위기 안좋기로 악명높은 대학원 연구실의 석사 2학년 강이채.
넘쳐나는 일과 외골수인 성격탓에 하루하루가 긴장의 연속이다.
이런 생활을 겨우 버틸 수 있는 것은 모두 남자친구인 성주원 덕분.
누가 봐도 완벽한 그에게 너무 의존하게 되는 것은 아닌가 하는 생각에 점점 부담을 느끼지만
그런 마음을 털어놓을 곳이 없어 무당‘소율’에게 위안을 받는게 고작이다.
그러던 어느 날 이채를 궁지에 몰리게 한 사람이 바로‘주원’이라는 정황이 포착되는데...
본격적으로 가면을 벗으며 이채를 지배하려는 주원과 그에게서 이채를 지키려는 소율 사이에서
과연 이채의 미래는..?"
남편 먹는 여자,"잘생기고, 돈도 많고, 다정한 남편을 둔 성미인.
그녀는 모든 여자들의 부러움을 받으며 행복한 결혼 생활을 하고 있었다.
그러던 어느 날 미인은 남편의 이상한 행위를 보게 되고,
그녀가 남편을 의심하면서 완벽해 보였던 결혼생활에 금이 가기 시작한다."
도사 가온,도사가 되고픈 소년 가온과 무명도사의 도술액션 모험판타지!
깜찍이 해피데이,"'뭐? 5반의 한경이가 나를 좋아한다고?' 
올해 11살, 우울한 사춘기가 드디어 찾아왔어. 
나, 이우린이에겐 잘난 척 대마왕 중학생 오빠가 한 명, 
때론 천사 때론 악마로 둔갑하는 일곱 살 여동생이 한 명이야! 
우당탕탕 정신없는 날들의 연속이지만.. 그래도 괜찮아! 
나에겐 남자친구 한경이가 있거든! 
난, 어떤 위기에도 내 꿈과 사랑을 지키고 말 거야!"
터치터치 그대,"“그만 귀찮게 하고 마시던 우유나 더 마시지?”
생애 첫 실연에 복수를 꿈꾼 10살 준희. 탐나는 오빠 이준을 건 내기에 당당히 이겨 계약서까지 작성한다.
그로부터 12년 후, 장난 같은 계약이 진짜가 되어 돌아오는데…….
용한 선녀보살의 한마디로 다시 시작된 악연.“사주 센 남녀끼리 알아서 지지고 볶고 하라고 해. 두 사람 사주궁합은 철천지원수이거나, 천생연분이겠지!”

죽은 약혼녀 귀신을 떼어내기 위해 결혼해야 하는 남자 강이준과, 
비명횡사를 피하기 위해 결혼해야 하는 여자 백준희의 은밀하고 아찔한 터치터치 밀당 로맨스!"
살인자의 쇼핑 목록,"드라마 <살인자의 쇼핑목록>의 원작소설을 쓴 강지영 작가가 풀어내는 또 하나의 이야기.
어릴 적부터 불운이 끊이지 않은 은지는 의지할 곳이 없다. 사람들이 불가촉천민 대하듯 하는 중경시에서 벗어나
이도신도시에서 새로운 삶을 시작하려는 은지 주변에서 또 살인사건이 발생한다.
살인자는 서서히 은지를 압박해오는데, 대체 왜? 나한테서 원하는 게 뭐야?"
"아홉수 우리들
휴재","연애, 직장, 시험 어느 하나 뜻대로 되지 않는 29살 봉우리, 차우리, 김우리. 
제대로 걸렸다! 아.홉.수!
우리들의 팩트폭행 로맨틱 코미디!"
"세기말 풋사과 보습학원
휴재","어릴 때 알던 재수없던 놈이 더 재수없는 놈이 되어 돌아왔다! 중3 황미애의 옆 빌라에 어릴 때 잠깐 시골에서 봤던 김철이 이사 와 같은 학교 같은 반이 되고 '철이와 미애'라 놀림 받자 김철은 미애를 불쾌해하며 피한다. 너만 불쾌한 줄 알아? 나쁜 놈! 미애는 속이 상하지만 그럼에도 자꾸 이상한 우연으로 계속 엮이며 트러블이 발생, 결국 둘은 크게 마음이 상하고 서로 더 이상 아는 척 하지 않으려 한다. 맨날 화만내는 김철과, 황미애 인생에 처음 만나는 이상한 친구들까지 엮이게 되며 미애는 사춘기를 정통으로 겪게 되는데.... <치즈인더트랩> 순끼 작가의 신작!"
잿빛도 색이다,"평범한 회사원 '지호'는 무기력증으로 여자친구 '솔빈'과의 연애도 무료하게 느껴지고..
그 때 새로움과 짜릿함을 갖고 있는 ‘신생’ 유튜버 ‘은율’을 알게 되면서
감정이 폭죽처럼 빠르게 터져나간다.
“이러면 안되는데.. 안되는데..” 하면서도 마음이 자꾸 그 쪽으로 가는데.."
견우와 선녀,"죽음이 가까워진 사람들은 '거꾸로' 걸어들어 온다
그리고 그게 하필 내 이상형이라니!?"
"용사가 돌아왔다
휴재","김민수에게 복수를 하겠다는 일념 하나로 이세계를 구한 용사, 박정수. 
그는 스스로는 구했지만, 세계를 구하지 못했고, 자신의 세상을 멸망시킨 용사들을 죽이기로 마음 먹는다.

이 이야기는 해피 엔딩 따윈 없는 차가운 현실, 용사들을 죽이는 용사에 대한 이야기이다."
그녀석 정복기,"모든 걸 공유하는 소꿉친구, 신나와 라운. 어느 날 신나는 라운이의 이중적인 모습을 발견하게 되는데, 순둥이 같던 라운이가 사이코로 돌변한 것! 신나에게만 가면이 벗겨진 라운과, 비밀을 공유하게 된 신나. 만만하기만 했던 라운이 이제는 낯선 남자가 되어 다가온다."
잿빛오름,"외계의 침공으로 멸망의 순간이 다가온 세상,
딸 구초록을 혼자 키우면서도 군인의 삶을 이어가던 한오름은 
민간인 구출 작전 중 괴생명체의 습격을 받게 된다.
황급히 딸과 생존자들을 대피시키고 괴생명체와 사투를 벌였으나,
살아 돌아온 그녀를 기다리는 건 잔혹하게 살해당한 아이들의 시체뿐인데…"
지금부터 황제의 마음을 빼앗겠습니다,"오랜 고시생활 끝에 합격한 라 현. 최종합격 메시지를 받고 기쁨에 몸부림치던 그때, 지병인 부정맥이 그녀의 심장을 멎게 만든다. 
고통을 느끼기도 전, 영혼이 되어버린 그녀의 앞에 나타난 의문의 인물 ‘신’. ‘신’은 현의 목숨을 살려주겠다며 게임을 제안한다.
지금부터 황제의 마음을 빼앗아 호감도를 100%로 만들라는 말도 안 되는 게임을."
국선변호사,"[세상에서 가장 나쁜 방법으로 가장 아름다운 복수를 하는 남자]

“난 너 같은 짐승들을 상대하려고 변호사가 됐지.”
“콩밥도 아까운 녀석에게 증거불충분으로 풀려나게 해서, 판결을 내리는 게 내 일이야!“

“이제 시작이다!”
“얼마나 무섭고 고통스러운지, 너희들에게 뼈저리게 느끼게 해주지.”

끝없이 반복되는 거대 악과의 고통스런 싸움 속에서.
국선변호사는 과연 정의라는 판결문을 완성할 수 있을 것인가……?!"
거래하실래요?,"새로운 사랑은 중고거래로 장만하세요(?!)
남친과 헤어진 후, 추억의 물건을 중고거래 어플 '동네마켓'에 팔던 한결.
하지만 곧 구매자가 전 남친이란 걸 알게 되고... 당황하던 한결은 때마침 나타난 ‘중고남친’으로 위기를 모면하는데…!
전 남친 강현과 새로운 인연 이안, 이 삼각관계의 엔딩은 무엇일까?
<참새는 새!신부> 작가들의 신작!"
지옥급식,"힘의 논리로 지배되는 학교, 폭력에 노출된 학생과 방치하는 교사들... 
그곳에 양아치를 싫어하는 전학생이 왔다!
안전한 학교를 만들기 위한 전학생의 구조조정은 과연 성공할 수 있을까?"
팬인데 왜요,"치열했던 삶이 어느 정도 정리가 되고 이젠 나이가 들어 무기력하게 집안에만 있던 윤순이 할머니. 
이제 어떻게 살아야 할지 무엇을 해야 할지 아무것도 알지 못한 채 우울하게 하루 하루를 보내고 있던 할머니가 덕통사고를 당하게 된다.
바로 잘 나가는 5인조 아이돌 그룹 라이트에게!
노래를 듣고 자신의 이야기와 같다며 눈물을 흘리던 할머니는 처음에는 그들의 노래와 영상을 보기 위해 스마트폰을 샀다가 같은 라이트 팬인 초등학생 소진의 안내로 본격적인 덕질의 문을 열게 된다.
덕질을 해가며 잃어버렸던 자기 자신을 되찾아가며 다양한 사람들과 만나고 새로운 일에 도전해가는 할머니의 힐링성장 이야기"
"복수를 위한 결혼동맹
휴재","황제인 남편의 음모로 죽은 론 제국의 황후 올리비아는 빈민가에 살던 이름 모를 여인의 몸으로 다시 깨어난다.
그 후 도착한 곳은 결별한 전 약혼자이자, 쿠데타로 자리를 빼앗긴 '진짜' 황위 계승자 루카스의 공작 저.
올리비아는 정체를 숨기고 루카스에게 제안한다. 서로의 복수를 위한 결혼 동맹을 맺자고.
두 사람의 복수는 무사히 성공할 수 있을까?"
"메트로헌터
휴재","대한민국의 수도인 서울.
지하철역 곳곳에서 정체를 알 수 없는 몬스터들이 나타났다.
하지만 걱정하지 마라 이 위기에서 당신을 구원해 줄
해결사들이 있으니까.
우리는 그들을 ‘메트로 헌터’라고 부른다!"
R-X,"300년 전 발생한 제3차 세계 대전은 생화학전으로 번지게 되고, 이때 등장한 변종 R-바이러스는 인간을 잡아먹는 초능력 괴물 레이어를 탄생시킨다.
이들에 대항하기 위해 레이어의 하위호환 능력을 보유하게 된 10명의 전사 R-X! 이들의 손에 인류의 생존 멸망이 달려있다!
R-X에게 명령한다! 레이어로부터 인류를 구하라!"
나쁜 피,"대부분의 인간은 모르지만…
그간 설화나 전설이나 신화 속에 등장하는 괴수(?)들은 실존하고 있었다.
심지어는 인간과의 영역을 공유하며 함께 살아가고 있다.
인간적 입장에서 그들은 흉폭한 변이체였고…
그들의 관점에서 인간은 초라한 하급 생명체였다.
그들이 세상에 드러나지 않는 이유는 한 가지 뿐이다.
바로… ‘관리’ 받고 있기 때문이었다.
절대적 존재에 의해…!
그리고 오늘…
인류 역사상 가장 허약한 히어로의 등장과 함께 그 경계선이 무너진다.
모두의 파멸이 시작된 것이다."
"쿠쿠쿠쿠
휴재","어느 날, 남극에서나 사는 줄 알았던 펭귄이 너드남 공선생 집에 난입했다!
할 줄 아는 말은 '쿠쿠'밖에 없는 그 녀석은 심지어 아프리카에서 왔다나?
한국을 자신의 고향인 볼더스 비치처럼 여유와 낭만이 넘치는 곳으로 바꾸겠다는 쿠쿠와 엉겁결에 같이 살게 된 공선생.
그 둘의 앞에 하드한 K-라이프가 펼쳐지게 되는데!"
도전! 집콕취미,"본 콘텐츠는 클래스101의 브랜드 웹툰입니다.
당신의 취미는 무엇인가요?
올 겨울, 클래스101으로 집콕 취미를 즐겨보세요!"
모어 라이프,"모두가 두 개의 목숨을 가진 세계! 
태어날 때부터 목숨이 하나였던 영하는 늘 주변의 걱정과 과보호 속에 자랐다.
대학생이 된 후 어렵사리 카페 알바에 도전한 영하, 그곳에서 본인보다 더 평범하지 못한 주희를 만나게 되는데...
목숨이 두 개인 세계에서 평범하지 못한 두 남녀의 목숨이 걸린 로맨스!"
"트롤트랩
휴재","트롤을 잡아, 인류를 지켜라!
정체불명 헌터 하태와 알바헌터 지현의 통쾌한 판타지 액션"
