title,story
나타나주세요!,"평소보다 특별했던 어느 날, 평범한 대학생 김지용의 꿈속에 정지혜가 나타나기 시작했다.
정지혜에게 첫눈에 반한 김지용은 그녀를 찾아다니기 위해 노력하지만 알고 보니 그녀는.. 2년 전에 자살한 사람이었다?!
그녀를 살리기 위해 고군분투하는 김지용의 달콤살벌 로맨스. 나타나주세요, 내 눈앞에!"
애옹식당,"집사 멘탈 회복 프로젝트! 
내가 고양이를 키우는 줄 알았더니, 고양이가 나를 키우고 있었다?! 
스트레스로 인한 번아웃으로 고생 중인 집사 '고영'은 
어느 날 꿈속에서 자기를 위해 요리를 해 주겠다는 고양이들을 만나게 되는데...?!"
그냥 선생님,"선생님 집은 학교 아니에요? 선생님도 집이 있어요?

우리들 모두의 학창 시절, 언제나 그 자리에 있을 거만 같은 선생님들.
수업이 끝난 교실, 학교 바깥. 그냥 선생님들의 평범하고 사랑스러운 일상,

일상 로맨스 <그냥 선생님>"
빅맨,"키가 크다는 건 엄청난 축복이라고?
208cm인 나한테는 그저 저주일 뿐이다!

큰 키를 가진 은덕은 입학 첫날부터 여러 체육 부서 선배들에게 쫓기게 되는데... 
그때 같은 반 여자아이에게 도움을 받게 된다.
그런데 그녀가 데리고 간 곳이 다름 아닌 농구장..?!

빅맨 나은덕의 청춘 성장 학원물!!"
헥토파스칼,"전설로 불리던 싸움꾼 박한준.
더 이상 잃을 것도 없어 좌절하던 그에게 막대한 돈이 주어진다.
눈 에는 눈, 이 에는 이!
내가 당한 것만큼 반드시 되갚아 주겠다!
받은 것보다 더 돌려주는 통쾌한 복수,
그의 거침없는 분노가 폭발한다!"
용왕님의 셰프가 되었습니다,"인당수에 몸을 던진 심청! 귀차니즘 드래곤의 던전에서 깨어나다?
사연 많은 귀염뽀짝 몬스터와 맛있는 공생라이프!"
짝사랑의 마침표,"고백 성공률 0%의 짝사랑마스터 해리.
굴욕적인 19번째 실연장면을 우연히 예찬에게 들키고 만다.
다시는 아무도 안 좋아하겠다고 다짐했지만, 또 짝사랑을 시작해버린 해리는 
20번째 실연을 막기 위해 예찬의 도움을 받기로 하는데...
과연 이번 사랑은 성공할 수 있을까?"
우리 집 고양이 보고 갈래?,"고양이 3마리, 강아지 2마리, 그리고 사랑하는 남편 ♥︎
완벽한 날들이 이어지고 있었는데… 
갑자기 10년 전으로 회귀해버렸다?!
애기들을 다시 만나고 남편도 처음부터 꼬셔야만 한다니!
난이도 극상, 가족 되찾기가 시작된다!"
연우의 순정,"여학생으로 오해받을 정도로 여리여리한 외모를 가진 연우. 
그는 교내 인기스타인 강해솔을 몰래 좋아하고 있다.
하지만 낯을 굉장히 많이 가리고 소심한 연우는 같은 반인 해솔이에게 말 한 번 붙여본 적 없는데…"
은밀한 재택근무,"평범한 회사원인 '한다연'. 
회사의 사활이 걸린 프로젝트를 성사시키기 위해,
벤처 기업의 대표이자 동창 '이지안'의 요구대로 그의 비서가 된다.
고등학교 시절 첫 키스를 망친 그 녀석과 재택 근무라니!
하지만 다연은 자신이 지안의 첫사랑이었다는 사실을 알게 되고,
지안이 마음을 숨기지 않으면서, 두 사람은 점점 가까워지는데..."
원포인트,"“내가 빛나지 않아도 좋아, 경기에서 이긴 후 우리 팀을 주인공으로 만든다.”

고등학교 입학과 동시에 마주한 배구부의 모습에 실망한 ‘이재혁’, “이런 게, 배구부라고..?”
재혁은 어릴 적부터 함께 해온 ‘도민환’, 배구부의 악행에 질려버린 ‘김단우’와 함께 직접 팀을 꾸리기로 결심한다.
개성 넘치는 팀원들이 한 명씩 모이기 시작하고 서로 다른 친구들이 모여
하나의 목표를 향해 달려간다. 목표는 최정상!!"
빌런투킬,"동료를 살해했다는 억울한 누명을 쓰고 사망한 카시안. 모든 게 끝이라고 생각한 순간. 그의 영혼은 어느 소년의 몸에 빙의되어 빌런으로 각성한다.
선망의 대상이자 대중의 지지를 받던 탑클래스 싸이커였던 그가 하루아침에 빌런이 되다니! 그는 자신의 운명을 받아들이기 힘들다.
복수와 분노! 거듭되는 파괴적인 충동으로 이성까지 잠식당할 위기에 처하지만, 신비로운 존재 모로스의 도움과 초인적인 자제력으로 이를 극복해 낸다.
“대재앙급이라고?! 어디.. 화끈하게 터트려 볼까!!”"
왕게임,"절대권력을 손에 넣게 된 소년의 학원액션 서스펜스!
폭력에 순응하며 비굴한 학창 시절을 보내던 고등학생 ‘황초민’.
어느 날 절연했던 친형의 사망 소식과 함께 그의 핸드폰을 갖게 된다.
형이 거대 폭력서클 「황제사단」의 단장이라는 사실을 알게 된 황초민은 그를 사칭하여 사단을 조종해 쓰레기들을 처단하기 시작하는데...
절대로 들켜선 안 될 왕게임이 시작된다!"
랜덤타겟,"완벽한 이상형을 찾아 고군분투하던 최세린.
첫사랑의 실패로 지독한 얼빠가 되어버린 그녀는 생일 일주일 전 존잘 남친에게 차이게 된다.
결국 전설 속 ‘유니콘’ 같은 남자를 찾아 방황하게 되는데…
그러던 어느 날, VR 소개팅 앱 <랜덤타겟>에서 진짜 유니콘을 만나 버렸다!
과연 최세린의 진짜 사랑은 누구일까?"
에이머,"작은 우연은 역사를 만든다.
지구를 침공한 이성인 팜킨 일당과, 그들을 막아선 초월자 에이머와 지구인의 이야기!"
웅크,"그시절 우리가 사랑했던 웹툰 <일상날개짓> 나유진 작가님의 힐링 차기작. '나는 왜 태어났을까?' 지금 이곳에 존재하기 위해 얼마나 꼬물꼬물 애썼던가. 그 잃어버린 기억을 찾아 떠나는 엄마 뱃속 감성 판타지! 하나의 세포에 불과했던 우리 모두가 거쳐온, 280일의 성장 이야기가 시작된다."
사표내고 이계에서 힐링합니다,"평범하지만 행복한 삶을 살던 주인공 이수.
5년 전 갑작스레 부모님을 잃고 폐인이 되어 하루하루를 힘겹게 살아간다.
숨 막히는 일상에 메말라가던 그때, 다용도실에서 차원문이 열렸다. 가본 적 없는 곳, 무엇이 있을지 모르는 곳.
평민으로 시작해 영주까지, 이세계에서 잔잔하게 즐기는 힐링 라이프."
짐승의 꽃,"태어날 때부터 몸에서 나는 지독한 악취를 이유로
부모에게 버림받고 주변 사람들에게 배척당하는 삶을 살아온 라일라.
쫓겨나듯 숲속의 버려진 오두막에서 혼자 생활하던 라일라에게
'냄새를 맡지 못하는' 남자 비오스트가 어느날 갑자기 나타나 라일라에게 친절하게 군다.
처음으로 라일라에게 손을 내밀어주고, 처음으로 라일라에게 다정함을 알려준 비오스트.
라일라는 그를 사랑하지 않을 수 없었다. 자신이 그로인해 곧 죽을 운명이라는 것을 깨닫고 난 뒤에도.

""나와 같이 가요, 라일라. 내가 이 빌어먹을 시궁창에서 구해주겠어요.""
""비오스트, 내 인생의 구원자. 당신이 정말... 좋아."""
돌격! 용마치킨,"치킨집 수렴의 법칙. 당신이 문과든 이과든 결국은 치킨집을 하게 된다! 
....라는 법칙은 세상을 구하고 돌아온 용사도 예외는 아니었다.
그러나 신의 계략으로 용사는 마왕과 함께 빚을 갚아야 하는데… 

빚? 갚아주겠어… 바로 이 치킨으로! 그런데… 직원들의 상태가 심상치 않다?
용사와 마왕의 눈물나는 자본주의 극복기"
로잘린 보가트,"""남편이 어여뻐야 시가에 돈벼락이 내리지 않겠어요?""
왕족과 귀족의 사치로 재정이 무너져가는 칼라브리아 왕국.
평민의 신분으로 거부가 된 부르주아, 보가트 상단은 자신들이 유일하게 갖지 못한 명예를 얻기 위해
보가트 상단의 천덕꾸러기 차녀 로잘린과 칼라브리아 왕가의 최고 미인, 왕세자 로비엔을 결혼시키고자 하는데···.
돈으로 산 명예, 혼인으로 막은 왕가의 파산, 뜻하지 않은 결혼을 하게 된 둘은
서로의 치부를 감싸안고 가까워질 수 있을까."
"대공님, 실수였어요!","짝사랑하는 대공님을 실수로 납치해버렸다!
이 일을 수습해 줄 테니 계약 연애를 하자는 대공님의 제안을, 덜컥 받아들였는데…….
“비비안. 키스해도 됩니까?”
네? 우리 연애 시작하자마자 키스하는 건가요?
“키스하고, 그다음 진도도 나가고, 저랑 결혼하죠, 비비안.”
……큰일 났다. 아무래도 대공님이 제정신이 아닌 것 같은데……!
이 연애, 정말 괜찮은 걸까!"
열녀박씨 계약결혼뎐,"혼례 첫날밤, 갑작스럽게 서방을 잃은 열녀 박연우. 
엎친 데 덮친 격으로 괴한에게 납치당해 우물에 던져졌지만, 눈을 뜬 곳은 21세기 대한민국…?! 
설상가상 연우를 구해준 서방님 판박이는 가짜 혼인을 하자고 한다! 
당찬 열녀 박씨 연우와 독신주의자 강태하의 동상이몽 계약 결혼."
아이즈,"한 쪽 눈이 없는 고등학생 '서주안'은 매일 학교에서 섬뜩한 시선을 느낀다.
두려움에 떨면서도 시선의 정체를 궁금해하던 중, '조류인간'의 존재를 알게되어 혼란에 빠지고...
서늘한 긴장감이 감도는 가운데, 조류인간들의 전쟁이 시작된다!"
교환학생,"집안 사정으로 대학 진학을 포기한 용철. 
우연히 발견한 학생증으로 얼떨결에 한국대 신입생으로 위장했다! 
친구들도 사귀고 마음에 드는 선배도 만나 캠퍼스 라이프를 맛보는가 싶더니 웬걸? 
자퇴한 줄 알았던 학생증의 진짜 주인이 나타났다...?!
아슬아슬 짜릿한 가짜학생 사기극이 시작된다!"
제로게임,"죽음을 선택한 사람들의 인생 재건설 서바이벌!
2015 대학만화 최강자전 수상작"
사공은주,"술집 알바생 '민준'은 어느날 천년의 이상형 '은주'를 보게 된다. 
그 후 그녀의 SNS를 찾아내 관음하는 것이 일상이 된 민준.
민준은 은주에게 접근하기 위해 옆방으로 이사까지 하지만, 은주 곁엔 늘 깡패 같은 남자친구 '현태'가 있었다. 
충격도 잠시, 현태와 싸운 은주가 상처투성이가 되어 나타나자 민준은 크게 분노하고,
은주를 현태로부터 구해겠다는 일념 하에 스스럼없이 도를 넘은 행동들을 하며 악질 스토커가 되어간다. 
그러던 와중 민준의 방에도 수상한 흔적들이 포착되고, 충격적인 사건들이 원룸 내부에서 벌어진다."
로맨스가 가능해?,"24년을 고아로 살아온 내게 쌍둥이 언니가 있다면? 그 언니가 재벌집에 입양되었다면?
그리고 정략 결혼을 앞두고 가출을 했다며 재벌가에서 나를 찾아왔다면!
""나더러 언니 대신 결혼해서 딱 1년만 언니인 척 살아달라고?""
이다는 10억을 대가로 쿨하게 오케이 하지만, 결혼식장에서 처음 만난 둘은 서로를 향해 같은 감상을 갖는데…
'뭐지 이 또라이는? 이 또라이가 내 결혼상대라고?'
이 계약 끝에 기다리는 건 10억일까, 사랑일까?
이 결혼, 괜찮은 걸까?"
내남친 킹카만들기,"사랑스러운 외모의 SNS 스타 윤시아는 관리라고는 한번도 해본 적 없는 방구석 아싸 김민호를 킹카로 만드는 콘텐츠를 시작한다.
과연.. 그는 긁지 않은 복권이 맞을까? 두근두근 k-하이틴 로맨스!"
주인님을 잡아먹는 방법,"라운 왕국의 뛰어난 기사, 엘 루이즈 테레즈. 
그녀는 어느 파티에서 약혼자의 바람을 목격하고 파혼을 선언한다. 
파혼에 대한 충격으로 깊은 슬픔에 잠긴 나머지 정신을 잃고 쓰러진 엘. 
그리고 다음 날 아침, 엘은 뜻밖의 인물을 마주한다. 
바로 미친개로 유명한 개또라이 왕족 테오도르를! 
그런데 그 테오도르가 왠지 내 앞에서는 과하게 예의가 바르다?!"
태시트,"좀비 바이러스를 내뿜는 오염물질로 무너진 세상. 그곳에 적응한 사람들. 
높은 자원과 뛰어난 박사 ‘사이먼’을 겸했던 마을 ‘아미나’.
하지만 ‘사이먼’이 실종되고 ‘아미나’ 사람들은 절망에 빠진다.
그런 ‘아미나’에서 태어나고 자란 ‘루비’.
그녀로 인해 묻혀있던 사건들이 서서히 모습을 드러내기 시작하는데..."
우투리: THE LEGACY,"남들과 다른 능력을 숨기며 살아가는 계림
정체를 숨기고 자신의 능력으로 일진들을 참교육 시킨다.
그러던 어느 날, 자신을 죽이기 위해 찾아온 추격자 '죽'을 만나게 되고
죽어도 죽어도 다시 앞에 나타나는 그의 능력으로 죽음을 앞둔 순간
투명 인간 대산이 나타나 계림을 구하고 계림이 자신과 같은
우투리라 이야기하는데..."
풋내기들,"스무 살의 봄, 새봄은 두근거리는 마음으로 대학교 인근의 셰어하우스에 입성한다. 
그곳에서 외모와 성격이 전혀 다른 룸메이트 희주 그리고 최애 라욱과 똑같이 생긴 이상형까지 만난다. 
풋풋하지만 많은 것이 서툴렀던 스무 살, 우리들의 이야기! 
첫사랑의 설렘을 가득 담은 셰어하우스로 놀러 오실래요?"
한입만!,"복학생 도상구. 어릴 적 사고로 건강염려증에 상처 트라우마 까지 있는 그의 앞에 등장한 탑 아이돌 <슈가레드>의 센터 고영희. 
그녀는 난생처음 느낀 맛있는 향에, 가난한 복학생 상구를 쫓아다니게 되는데..?"
여우자매,"인간을 홀리고, 간을 빼먹는 무시무시한 요괴 구미호....와는 
거리가 아주 먼 꼬마 여우자매 
'류월', '류화'의 정신없는 일상 이야기!"
공작저의 붉은 밤,"""피곤하겠지만, 혼인신고부터 합시다."" 
다짜고짜 찾아와 결혼을 하자는 뱀파이어! 
이게 바로, 아빠의 숨겨진 계획!? 
갑작스럽게 남편이 생긴 것도 모자라, 
어마어마한 유산의 주인공이 된 시골 소녀, 소렐. 
얼떨결에 대학 생활과 신혼을 함께 보내게 생겼다. 
숨겨진 대마법사의 딸과 젠틀 뱀파이어의 붉은빛 신혼 일기!"
팀장님은 신혼이 피곤하다,"오늘로써 145일째, 그녀의 앳된 가슴에 불을 지른 남자가 있다. 존재만으로도 숨이 멎게 만드는 그이는 다름 아닌, 정부 산하 비밀수사기관 NSO의 특급 에이스 ‘기주원’. 동기들 사이에선 성격파탄자 취급받는 남자지만, 햇병아리 신입인 그녀 눈에는 화내는 얼굴조차 사랑스럽기만 하다. 그런 그녀에게 황금 같은 기회가 떨어졌다. 그이와 위장 부부가 되는 것도 모자라 동거까지 하게 되다니! 
목표는 뒷전, 사심만 가득한 이 비밀수사의 끝은 과연 어디일까?"
햄버거가 제일 좋아,"전남친과의 이별로 '사람알레르기'가 생긴 무화과, 과연 연애에 성공할 수 있을까?
초겨울 아직 텅 빈 신도시에서 만나게 된 자유로운 외톨이들의 눅눅한 사랑 이야기."
"이 결혼, 새로고침","한 번 친부모에게 버려졌고 두 번 양부모에게 버려졌던 유정.
자신을 떠났던 수많은 어머니들 때문에 사랑을 믿지 못하는 지운. 
엄마가 없던 두 사람이 지키고 싶은 소중한 아이를 위해 법적인 부부가 된다. 
서류상의 부부로 시작해 진짜 가족이 되는 이야기."
필리아로제 - 가시왕관의 예언,"소녀 사제, 패륜 왕자의 반란을 막아라!
상대의 마음을 읽는 능력을 가진 사제 필리아. 
그는 아이로 대사제에게서 '레오 엘라이온의 반란을 막으라'는 임무를 받는다. 

한때 엘라이온 왕국의 촉망받는 왕자였으나... 
망국을 알리는 예언이 사실이라 증명하듯, 반란을 꿈꾸는 패륜아가 되어버린 레오.
 그를 설득해 전쟁을 막아야 왕국이 무사할 수 있는데...

어느 날 어린 사제에게 주어진 구국의 사명. 
필리아는 과연 이 짐승 왕자를 길들일 수 있을까?"
마침내 사랑이에요 마왕님!,"마계를 통일하고 잠시 마왕성을 떠나 권태로운 일상을 보내던 마왕 엘리고르(600살)는 산책 중에 외모에 혹해 한 소년을 구한다.
연약하고 부드러운 얼굴, 해사한 표정의 미소년, 제레미엘!!
그는 성기사요, 나는 마왕!
한낱 인간에 흔들리는 이 감정은, “역시 분노인가?”"
DARK MOON: 회색 도시,"뱀파이어들의 위협에서 도망쳐 바닷가 마을에 정착하고자 하는 늑대소년들.
그리고 이곳 마을에서 '악마'라 낙인 찍혀 괴롭힘을 당하고 있던 또 한 명의 소년 칸.
이들은 서로 만나 조금씩 가까워진다.
평화로운 학교생활을 기대했건만,
어느 날 조용했던 마을에 살인사건이 벌어지게 되고, 칸의 태생적 비밀이 드러나면서 소년들은 또 다른 위험을 마주하게 되는데..."
급식러너,"게임이 현실이 되어버린 세상.
학생들은 점심시간마다 급식실로 질주하는 러닝액션 게임 ‘급식러너’에 열광해있다.
하지만 게임셔틀인 민호에겐 매일의 점심시간이 지옥인데...
그때 민호 앞에 나타난 급식러너의 서버운영자 새나의 제안!
“퀘스트를 클리어하면 게임셔틀에서 해방시켜줄게.”
자유를 위한 민호의 치열한 질주가 시작된다!!!
2020 지상최대공모전 대상 수상 작품!"
원수가 나를 유혹할 때,"언니가 약혼자에게 버림 받고 죽었다.
시간을 되돌릴 수만 있다면… 다신 그런 남자에게 언니 안 보내!
언니가 행복해질 수 있도록 매니저가 되어 고군분투하는 해민.
그런데, 원수 같던 그 남자가 나를 유혹할 때 난 어쩌면 좋지?"
그 남주와 이별하는 방법,"글로벌 기업 리그베다의 해고 전문가 이영아, ‘최애캐’가 나오는 연애 시뮬레이션 게임에 빙의하다!
하지만 웬걸, 공략한 남주들 전원과 연인 상태라 최애캐와 썸은커녕 쌈만 타게 되는데? 본의 아니게 문어다리가 된 영아는 아이디어를 낸다.해고 전문가의 능력을 살려 연인 상태의 남주들과 이별 통보를 하는 것. 영아는 과연 이별에 성공하고 최애캐 렌 브레히트를 손에 넣을 수 있을 것인가!"
달이 사라진 밤,"폭군이 다스리던 시대.
나라에 예언이 내려왔다. 예언의 날 태어나는 아이가 나라에 대성을 가져올 것이다.
하지만 그 아이는 살육에 미쳐 나라를 망하게 할 수도 있다.
이를 막기 위해 살생을 달고 살며 욕구를 해소해야 한다.

그 예언의 날, 태어난 세자 '태호'.

예언의 아이 '태호'와 그의 앞에 나타난 '해수'의 이야기."
찐:종합게임동아리,"트라우마로 인해 일부러 게임을 피하며 살아온 '김 진'.
진이는 신입생 환영회에서 만난 '정진아'의 제안으로 우연히 동아리에 들어가게 되는데...
알고 보니 동아리의 정체는 전력을 다해 게임을 즐기는 종합게임동아리였다!
게임에 항상 진심인 승부욕 강한 여섯 청춘들의 즐거운 동아리 활동!!"
AI 유하,"데뷔 10년 차 인기 아이돌 유하. 
그리고 그녀의 1호 팬 도현. 
 
그런 도현의 눈앞에 어느 날 유하가 나타나 도움을 청하지만, 
도현은 자신이 유하라고 말하는 그녀를 도저히 믿을 수가 없다. 
왜냐면... '유하는 이 세상에 존재할 수 없는 AI니까!' 
 
버추얼 아이돌과 찐팬의 비밀 가득 로맨스 
이 둘의 소망은 과연 이뤄질 수 있을까?!"
"너의 순정, 나의 순정","반장인 태리는 최근 계속해서 반 분위기를 흐리는 권지호 무리 때문에 스트레스를 받는다. 그러던 중 우연히 알게 된 지호의 비밀을 약점 잡아 지호를 제압하는데 성공하고, 그 일을 기점으로 지호는 태리에게 꼼짝하지 못하며 그렇게 둘의 비밀스러운(?) 상하관계가 시작되는데…"
마녀이야기,"오컬트 오타쿠인 자칭마녀 '서채윤'. 그녀 앞에 진짜 마녀 '유리아'가 나타났다?!
유리아는 자기 대신 18세 생일에 악마와 계약해 마녀가 되라는 제안을 해오는데...
이 계약, 믿어도 괜찮을까? 믿을 수 없는 마법판타지!"
전지적 독자 시점,"'이건 내가 아는 그 전개다'
한순간에 세계가 멸망하고, 새로운 세상이 펼쳐졌다.
오직 나만이 완주했던 소설 세계에서 평범했던 독자의 새로운 삶이 시작된다."
캐슬2:만인지상,"뒷세계 절대권력 '캐슬'을 무너뜨리기 위하여 전국의 남자들을 모아 '백의'를 조직한 특급킬러 '김신'은 
그렇게 캐슬 내부로 들어가 적과의 동침을 시작하는데.. 과연 김신은 자신이 염원하던대로 캐슬을 무너뜨리고 복수를 완성할수 있을까."
헬퍼 2 : 킬베로스,"역시는 역시 역시군.
킬베로스 트라이브의 대장 장광남이 펼치는 스트릿 액션 만화."
백XX,"정보사(HID) 요원 '백이수'와 범죄 조직의 보스인 쌍둥이 형 '백도경'.
같은 얼굴 다른 삶을 살아온 쌍둥이 형제. 조직에 배신당한 동생은 자신의 신분을 버리고 형이 되기로 한다.
정보사요원, 범죄 조직의 보스가 되다...!"
66666년 만에 환생한 흑마법사,"강대했던 흑마법사 디아블로 볼피르.
12신의 계략에 당해 억겁 속에 봉인되었지만,
그로부터 66666년이 흘러 다시금 이 땅에 강림한다!
""응애!""
웰턴 백작의 갓 태어난 장남으로.
딥다크 매직 판타지 시작!"
2023 요즘연애 특),"‘썸은 SNS로, 연애는 가볍게, 전애인과는 친구처럼’
요즘 연애는 이렇게 한다고?ㅋㅋ 진짜? ㅋㅋ
담당자의 말) 설렘가득한 봄날.. 이번에도 웹툰으로 대리만족하겠습니다. ^^"
왕따가 격투기를 너무 잘함,"종합격투기 선수 차무결은 장회장의 꼬임에 넘어가 무체급 격투기를 하던중 식물인간이 된다. 이후 장회장의 이미지 쇄신용으로
이용당하는 차무결. 결국 죽게되는 그는 동명의 고등학생 차무결의 몸에 빙의된다.
내구도 s급의 단단한 몸. 격투기 능력을 업그레이드 시켜 줄 수 있는 상태창 능력. 이번엔 다르다.
이루지 못한 최강자의 꿈과 함께 장회장에게 복수하기 위한 싸움이 시작된다."
일렉시드,"<노블레스> 손제호 작가와 <소녀더와일즈> 제나 작가가 만났다!
고양이 몸에 깃든 각성자 카이든과 각성능력을 숨겨온 고등학생 지우 
러블리 2인조의 액션 판타지"
황후를 훔친 이는 누구인가,"흩날리는 매서운 눈발.
그 속에 덩그러니 남겨진 로젤린은 기꺼이 죽음을 받아들이기로 했다.



살아 있을 이유가 없었다.
가족도, 친구도, 욕망도 남아 있지 않았으니….

고통스러운 추위 속에서 이렇게 얼어 죽는 것도 나쁘지 않겠구나 싶던 그 때,
적국의 대장군, 타몬 크라시스가 버려진 그녀를 훔쳐 달아났다."
연놈,"중2 여름, 가지 말라는 말도 좋아했다는 말도 하지 못한 채 보낸 그녀가 3년 만에 나타났다.
지나버린 시간과 마주한 소년 그리고 소녀의 이야기"
튜토리얼 탑의 고인물,"전 세계에 몬스터와 함께 등장한 의문의 탑들.
이 탑들은 사람들을 선별하고, 선별 저들은 100층까지 클리어를 해야 다시 세상으로 나갈 수 있다.

이에 주인공 김현우는 다른 선별된 사람들과 함께 100층까지 공략하지만 알 수 없는 이유로 나가지 못하고 다시 1층으로 돌아와버린다.
그 후 김현우는 탑을 나가기 위해 수없이 100층을 반복하여 깨고… 
그런 생활을 12년 동안이나 반복하던 어느 날, 갑자기 루프가 풀려 세상 밖으로 나갈 수 있게 된다."
격기3반,"한국이 세계 격투기의 중심이 된 세상. 전국 탑 클래스 격투기 학생들만 모인 남일고에 약골 소년 주지태가 돌연 투입된다.
신체적 약점이 상쇄되는 무술 ‘주짓수’를 통해, 주지태는 격기반의 정점에 오를 수 있을 것인가…?"
나쁜사람,"착한 남자가 좋다는 그녀의 이상형이 되기 위해 10년 동안 노력했다. 
그런데! 갑자기 나쁜 남자가 좋다는 그녀...

오늘부터 난... 나쁜 남자로 다시 태어난다."
성스러운 작가생활,"한 때 잘 나갔던 성인웹툰작가 하윤은
대차게 몰락했다. 밑바닥 노잼 작가로.
18금에 대해서라면 반짝반짝 안광max인 하윤!
까칠(하지만 유능한) 담당PD 주호, 전남친(이자 글작가인) 민준과 함께라면
이번 작품은 성공할 수 있을까?
성장 설렘 웃김 다- 있는 엉뚱발랄 로맨스코미디 ♥︎"
내가 죽기로 결심한 것은,"태권도 국가대표 선발전을 앞두고 부상을 입은 고3 지오는 뒤늦은 사춘기를 맛보는 중이다. 
온갖 찌질한 생각이 드는 와중에 만나게 된 차결은 살랑살랑 웃어대며 지오를 완전히 홀려 버리는데, 맘 놓고 홀리기엔 차결의 주변 사람들이 어쩐지 위험하다. 
머리로는 경계해야 하는 걸 알지만, 결을 향한 관심은 멈출 수가 없다. 얘… 좋아해도 되는 걸까?"
베이비 폭군,"가질 수 없었던 화목한 가정, 다정한 부모님.
비참한 결말 끝에 눈을 떠 보니, 환생했다.
그것도 제국의 공주로!

그런데 이 나라 좀 이상하다!
오빠 같은 아빠, 꼬리 하나 달렸을 거 같은 진짜 오빠가
시도 때도 없이 찾아와서 귀찮게 한다!

하지만 가족의 사랑 따위 필요 없어!
이번 생엔 조용히 지내다가 떠날 거야!
그랬는데! 분명 내 목표는 그랬는데!
황궁의 숲을 주질 않나, 성을 하사하질 않나,
이젠 심지어 한 살인 나에게 나라를 주겠다고?!

이 나라는 미쳤다!!

“안 돼! 이대로 나의 조용한 생활을 포기할 순 없어!”"
닥터앤닥터 병원일기,"공학박사 닥터(Ph.D)베르와 산부인과 전문의 닥터(Dr.)안다는 닥터앤닥터 부부다. 
아들 레서를 키우다 경력이 단절된 닥터베르는 돌연 웹툰 작가에 도전한다. 
하지만 데뷔의 기쁨도 잠시. 알고 보니 혈액암 4기라고? 
믿기 힘든 일상을 통해 새롭게 맺어진 인연들의 이야기, 지금 시작합니다."
마른 가지에 바람처럼,"남편을 잃고, 아이를 빼앗기고, 이제 생매장을 눈 앞에 둔 과부 리에타. 
그 곳에 ‘미친 폐황자’로 불리는 저주받은 땅, 악시아스 성의 대공. 킬리언이 나타났다.
그녀를 데려가겠다고 말하는 킬리언이 인사를 건넨다. “안녕, 요부”"
칼에 취한 밤을 걷다,"진소한은 본디 고아 출신이었으나, 
현월검무단이 거두어 그녀들과 어린 시절을 함께 보낸다. 
하지만 어느 날 그의 특수한 신체 특성을 알아본 사대악인 중 하나인 독마에게 납치당하고, 
온갖 실험 끝에 결국 제자로까지 키워지게 된다. 
10년 뒤, 그는 현월검무단의 흔적을 찾아보려 하지만, 
검무단은 이미 고향을 지배하는 흑도들의 손에 사라져 버렸는데!"
운명을 보는 회사원,"무당이 되어 세상을 어지럽힐 팔자를 타고난 아이. 
욕심을 버리고 신을 받지 않기 위해 평범한 회사원이 되려 한다. 
관상과 사주로 운명을 꿰뚫어 보는 최영훈. 과연 평범한 회사원이 될 수 있을까?"
"무림서부
휴재","황제가 무공을 통한 철혈정치로 제국을 천년동안 유지함에 따라, 오로지 황군 무공만이 힘이요 법도로 살아남고, 고전 무공들은 스러지고 만다. 이런 세계에 환생한 무협지 마니아, 주인공 장건. 과연 그는 동경하던 고전 무공을 되살릴 수 있을까. 서부 대륙 개척지에서 벌어지는 정통 무협의 정수!"
빌드업,"축구덕후지만 볼보이만 5년째?! 
빵셔틀 강마루의 열혈청춘 축구드라마"
가짜 동맹,"소꿉친구와 하루아침에 커플이 되었다?!
통제가 강한 부모님들을 안심 시키고 자유롭게 생활하기 위해 동맹을 맺은 두 모범생 ‘윤세이’와 ‘김재하’.
동맹을 들킬 위기를 모면하기 위한 두 사람의 가짜 커플 행세가 시작된다!"
말숙이를 부탁해,"1년 전 부모님을 여의고 어린 여동생 말숙이와 단둘이 살아가고 있는 나에게는 남들에게 말 못할 비밀이 하나 있다.
그건 바로... 내 여동생 말숙이가 마왕이라는 것...!!! 게다가 장래희망은 지구멸망??!
그치만 마왕이면 뭐 어때, 누가 뭐래도 말숙이는 내가 올바르게 키울거야!!"
급식아빠,"<부활남> 김재한 작가의 신작! 딸바보 웹툰작가의 갑작스러운 죽음.
학원액션 만화를 그리던 능력(?)을 살려 일진 서클 12간지로부터 딸 다연이를 지켜라!
딸이 괴롭힘당하는 모습을 보게 된다면? ...이건 못 참지. 내 딸 건드는 새끼들 다 조져버림."
나를 낳아줘,"유년시절 친모에게 버림받은 트라우마로 인해 비혼주의자의 삶을 사는 스타 사탐강사 이도리,
그녀의 앞에 미래의 친딸임을 주장하는 영적인 존재인 김미래가 찾아오고, 그녀의 눈에만 보이는 딸과의 3년간의 거부할 수 없는 동거가 시작된다."
사상최강,"‘천하 십대 고수’라고 불리는 자들. 인간의 한계를 뛰어넘은 그들은 서로를 견제하며 힘의 균형과 세상의 질서를 유지해왔다.
바로 ‘백도현’ 그가 나타나기 전까지는! 내공만으로 사상최강의 힘을 가진 남자 백도현의 시원한 한 방!"
