title,story
미끼끼,운동하기 싫은 운동징징이. 이래도 되나 싶은데 시시콜콜한 이야기로 사는 애
빨간식탁,"주택가 골목 안에 숨어있는 프렌치 비스트로. 영업이 끝난 늦은 밤, 메뉴에 없는 그들만의 식사가 .."
흑백남자를좋아하는 무지개소녀,"실패 후 자존감 낮은 날들을 보내는 남자가, 한 여자때문에 조금씩 회복해나가기 시작하는데"
사슬의 방,"교실은 '사슬의 방'이다. 중학교 교사 A 씨의 죽음, 사슬의 방에서 비롯된 그.."
숲속의 또로,숲속에서 먹고 자고 노는 또로 이야기
중생을 위해,"이상하고, 이해 할수 없는 생긴 사건을 연구함"
톡툰,카툰과 애니메이션
인파이터 EP지상편,5명의 신의 뿌리 그들의 세계 수호.
둥기둥오달지,둥기둥거리며 사는 오달지 이야기~~찡긋.
호구의 만화세상,장르를 따지지 않는 옴니버스 만화입니다! 작가이자 주인공인 호구의 시선으로 일상을 그려가는 스토리..
내 직업은 남편,"여자 사람과 고양이 두 마리를 모두 케어 중인 평범한 남편의 일기, 오늘은 또 무슨 일이 생길까?"
초대장의 주인,"초대받은 곳으로 가면, 찾을 수 있을까? *자유연재*로 찾아뵙겠습니다! ※12세 이상 구독※"
동물화실,"사람, 저승사자, 동물들이 나오는 이야기"
암흑물질,모르겠다 탈출하자
캐쳐,서로 얽히며 풀어가는 휴먼 로맨스
다섯명의 저승사자들,수명 늘어난 여주인공과 같이 이승생활 하게 생긴 다섯 저승사자들의 이승생활이야기
디어 레터,러브 레터로 시작된 풋풋한 로맨스 [금요일 격주]
스크럼블 에그,괴물들과 신입 택배기사의 슬랩스틱 펑크 농촌 판타지 시트콤
고양이에 눈뜨다,구조한 고양이를 돌보면서 성장하는 한 여자의 일상
직장인 구미씨의 일일,서른다섯 구미씨의 별일없는 하루
연화여상 핸드볼부,연화여상의 핸드볼부 아이들
사막의끝,"사막이 된 미래사회. 정비공 제이크와 동료들은 독재자의 추격을 피해 사막의 끝, 환상의 샘을 찾아.."
털털한 703호,개를 키우며 세상을 보는 눈이 바뀐 우리 모두의 이야기
어떤 전학생 그리고 우리,풍림 고등학교로 전학오게된 주인공 문상현과 풍림 고등학교에서 새롭게 만나게 되는 인물들과의 학원 ..
광클,"e스포츠강국. 대한민국의 과거,현재 게이머들의 이야기"
여기야 헤드볼빌리지,헤드볼과 함께하는 끝없는 모험! 함께 떠나자!
로미 앤 슈,흔들리는 꽃잎과도 같은 청춘들의 일상 에세이
잊을 수 있을까,어느날 갑자기 온 세상 사람들이 끔찍한 괴물로 변해 버렸다. 이 악몽같은 기억들을 잊을 수 있을까..
죽탱이,"뚱뚱하고 게으른 ""박태균"", 작고 마른 ""김지훈"" 둘이 격투기.."
곰생,우울하고 무기력한 곰곰의 하루
그래도 지나간다,"골형성부전증, 아파도 언젠간 다 지나가는 이야기. 봐주셔서 감사합니다."
족제비,집중을 잘 하지 못하는 소년을 데리고 가는 cg회사
씨 없는 꽃,피 한방울 섞이지 않은 끈끈한 집안 사람들 이야기
18금 캐디만화,감정 노동자 골프 캐디의 생존만화. 작가가 실제로 일하다 현타와서 18을 담은 리얼 일상이야기. ..
블랙마스크맨,블랙마스크맨 진짜영웅인가?가짜영웅인가? 그의정체는무엇인가
엄마랑 프랑스 가봄,엄마와 함께한 프랑스 여행
기호인간 시즌2,기호인간을 이어서 기호인간 시즌2
나의만화이야기,그립고 또 그리운 나의 어린시절. 함께 지내고 자라온 만화책과의 추억이야기 소환.
천직,사람이 필요로 하는 모든것을 판매하는 특이한 보부상의 이야기
살신자,자신의 가족이 몰살당한 이유를 찾아 검은 안개의 신선을 쫓아다니는 신령사냥꾼의 이야기
뀨찌툰,귀여운 캐릭터 안에는 거구의 여성이 숨어있다! 키큰여자의 평범하지 않은 일상스토리
스타트업 수난기,돈을 벌기 위해 아무 생각 없이 들어간 스타트업에서 벌어지는 A의 직장 수난기.
안녕 666호,수인 애호가분들을 위한 애완 수인 동거아파트! 지금 분양받으세요!
십미견의주인,죽음의 저주를 지닌 소년의 사랑하는 반려(견)을 살리기위한 여행담
아베 마리아,유일신 ‘마르하’를 섬기는 국가 ‘다브 마르하’의 지도자인 교황과 성녀를 새로 뽑기 위한 신탁이 ..
공허의 벽,방학동안 정신병원에서 잠시 일을하게 된 '공인혜'는 병원의 블랙리스트 '..
아좀비,화병 바이러스로 좀비들의 세상이 된 한국. 항좀비바이러스를 가진 식인종을 서울로 이동하라!
별 키우기,어느 날 온 의문의 택배 그 택배 안의 아기가 내 동생? 동생을 얻으면서 시작된 외계인들과의 이..
발로그리는마라툰,마라톤이 취미가 된 일반인 이야기
고개를 들고 걷자,앞날은 너무 캄캄하지만 마음만은 밝은 인장이의 네 컷 일상.
인생노잼시기,인생이 재미가 없다면...?
강아지밀라 고양이루나,수줍지만 정많은 강아지 ‘밀라’와 호기심가득 적극적인 고양이 ‘루나’의 좌충우돌 일상생활!
이혼은 계속된다,이혼을 피하는 지침서 남자 여자의 심리 차이... 행복한 결혼 생활을 위한 이야기
바이오드,서바이벌 sf 스릴러
나른한 새벽과 늦은 오후,우울한 공허와 무기력한 권태를 겪고 있는 두 사람의 잔잔한 대화
마녀의 개,"인간이 되고 싶은 아이, 마녀와 만나다."
마지막 출명,"새내기 저승사자와 은퇴를 앞둔 저승사자가 함께 마지막 업무를 떠나느데,,"
두 발 인생,"버려진 동물들의 두 번째 인생, '두 발 인생' 이를 살아가게 된 유기견 동수의.."
작은선박,꿈의 도전과 주변의 성공과 실패를 보아가며 성장하는 평범한 청년의 이야기.
갱스터,"34세의 백수 강운, 어쩌다 본 회사의 엄청난 액수의 시급에 회사를 찾게 되는데..."
부부개발이야기,부부가 게임 개발하고 육아하고 살림하는 이야기 입니다.
베로니카님의 뜻대로,악마의 신도가 되어라!
무협의 달인,무협의 달인이 기억을 잃어 하는 모험
We are MATE,"매달 10일, 20일, 30일에 업로드 하겠습니다."
검의파편,몰락한 왕국 왕자 출신의 테오와 친구들의 희노애락 여정!
숨쉬는 캐리커처,우리 주변에서 일어났던 일을 캐리커처로 표현합니다.
니들은 안 늙어 봤지,갱년기 아줌마의 그저그런 일상 이야기 입니다
우주먼지 이야기,일상을 그립니다! 와줘서 고마워요 ₍ᐢ｡•ω•｡ᐢ₎
너를 좋아해 나를 좋아해,감사합니다
물음표 3개,설명? 글쎄. 할 말 없는데.
정신연령,평범한 대학생 미소에게 어느날 갑자기 불의의 사고로 예기치 못한 일이 일어나는데...!
엄마는 오늘도,다복한 일상의 이면
덴티스트,마계에 살아가기 위해 덴티스트가 된 리노가 겪는 이야기
천 개의 악몽,꿈 같은 이야기들. 환상 기담 모음집.
백야,동양과 서양의 판타지가 만났다! 모든 것이 궁금한 '도깨비' 이야기
시차,정해진 수명 80년. 시간으로 모든 걸 사고 파는 세상에서 친구들은 이 시간을 어떻게 살아가야 할..
우숨명,"출근 중 1분, 숨은그림 찾기. 이제 우리들의 숨은 일상도 명화가 된다."
연중유희,가벼운 연애만을 즐기는 '다빈'이 처음으로 사랑에 빠지지만 그녀는 다음날이면 그..
방과 후 문예 창작 동아리,이 동아리에는 무언가 특별한 것이 있다? 평범한 듯 특별한 그들의 동아리 생활
스페이스 어 킹,진정한 우주 최강이 되기 위한 칼드라의 여정
샘플,ㅁㄴㅇㄹ
사랑에 대한 이혜,“나는 그게 사랑인줄 알았어.” 삶이 버거운 고등학생 ‘소연’이 갑자기 10년 뒤의 미래로 간다!
해연,망해버린 나라의 황제. 평생을 숨죽여 살아온 그녀의 사랑과 성장 이야기.
어서와 유치원은 처음이지 2,"새롭게 돌아온 유쾌발랄 좌충우돌 일상공감 육아 웹툰 <어서와, 유치원은 처응이지? 2>.."
푸른범 뇌내산책,"제목 그대로 작자인 푸른범의 생각, 일상을 산책하듯 둘러보는 웹툰이다."
불사이툰1 그늘,못난 어른이 자서전
앵무새 기숙사 309호,"독일로 교환학생에 간 독문과 학생, 어학연수를 위해 앵무새 기숙사로 이사를 갔습니다!"
고냥별에 왜 왔니,작은 고양이 통통이가 고양이들의 사후세계 고냥별에 가서 겪는 갖가지 에피소드 및 환생을 위한 ..
극마지체,우연히 얻은 초절정내공 일반사회속에서 공존하는 무림인들
홍화의 별차록,사람이 살기 힘들 정도로 사회는 무너지고 실험체로 쫒기며 살아가던 여주는 그 삶에서 벗어나는데 성..
동쪽나라,과거 아버지의 말을 듣고 여행을 떠난 쿤드로는 우연히 특이한 여인을 만나고 강한 인연을 느끼는데...
미스테리비디오,"UFO,고스트,초자연현상,괴생명체 등 미스터리한 이야기들의 실체를 파헤치는 1인 크리에이터 이야.."
초시공전사 썬더맨,정의로운 마음을 가진 주인공이 우주 히어로가 되어 펼쳐지는 로봇판타지와 우주전쟁 스토리
소망의 소월,세습무가 되어야만 하는 운명을 지녔지만 그저 평범하게 살아가고자 하는 한 소녀의 이야기
무색무취,그 집은 냄새가 난다. 냄새를 맡은 사람은 무언가에 홀리게 되는데..?
그랬다고 함니다,나는 왜 요런조런 일들이 많이 생기는 걸까
서울크로니클,"1976년, 동수, 성태 그리고 은별"
어려지는 여자,잡을 수 없는 그녀.
힘내라 장복순,당차고 씩씩한 복순이의 오피스 라이프~ 지금부터 시작합니다.
기호인간 외전 작가이야기,기호인간 작가 입니다
우리동네 겜방툰,인천 구월동 게임샵에서 일어나는일!!
볼품있는툰,누추한 일상
말타민,지친 일상에 비타민 같은 말! 지친 몸엔 비타민을~ 지친 마음엔 말타민을~^^
뿅뿅뿅,뿅
하늘및꽃피는곳,"어느날 나타난 수상한 전학생,그녀가 나타난 이후부터 모든것이 달라졌다. 목요일연재"
소르에,우주와 우주가 이어져 생겨난 하나의 패러다임
완벽한 그녀,"성형수술로 완벽히 변신한 그녀가 자신의 추악한 과거를 알고 있는 캐리커처 작가를 찾아가는데,,,"
우리 반 13번,"11월 2일, 별로 궁금하지도 않은 우리 반 13번이 등교한다! /매월 2일, 12일, 22일 마.."
아빠를고발합니다,가정폭력을 담은 용기 있는 이야기 (가족문제)
달레트,8부족이야기
널 빛내기 위한 8초,"19세기, 현무국에 신출귀몰하게 나타난 여자 장사 일영."
우주최강 코스모스 마트,"은하계 최대 규모의 코스모스 마트로 찾아오는 범우주적 최강의 진상들, 그리고 불의를 못참는 한명의.."
뿔을 가진 소녀,액션 판타지 모험
평범한우리,"평범한듯 평범하지않은 평범한 ""여자둘"" 우리이야기"
곰팡남녀,보풀처럼 일어나는 소소한 일상
도깨비전,이상하고도 이상한 신비하기도 기묘한 도깨비세상에서 벌어지는 이야기
슈퍼울트라토끼,슈퍼울트라토끼가된 엄마토끼는 토끼가족의 일상과 소소한 행복들을 그리고 있습니다.
잔혹동화,우리가 알고있는 동화가 아니야..... 동화속 담긴 무서운 이야기
초고의 단편 시리즈,"드라마, 인간관계 등 장르불문 옴니버스가 올라옵니다. 인스타 @imnot_category 포스타입.."
단편이다,단편모음집 몰락양반과탐기: 장편으로 할지는 미지수지만 데카르트 에피소드는 완성할 생각입니다.
곰과 사슴,"미래, 신인류 TBW로 인해 전인류는 도태된다. 특수 교육 시설 B반에 모인 아이들의 이야기."
내 이름을 불러줘,"인생의 중반 40, 모든것을 다 잃은 진달래 그녀의 뜻대로 인생을 바꾸고 싶다. 과연 뜻대로 될수.."
모모의 하루,6살 모모와 고양이 키키 그리고 가족들의 일상 스토리
미치광이들,대한민국에서 벌어질 수 있는 모든 억울한 일들을 상상한다. 뉴스에서 영감을 얻은 리얼 잔혹 단편집..
신혼좀비,좀비부부의 기괴한 신혼일기.
아이스박스단편선,오싹하며 개성이 넘치는 아이스박스 TV의 블랙코미디 단편선
우리의 연애가 끝나간다,"내가 좋아하는 사람을 만나나요, 나를 좋아하는 사람을 만나나요?"
OOWAG,실화를 바탕으로 한 MCY와 HHL의 에피소드를 옴니버스 형식으로 재미있게 풀어낸 엉뚱한 일상 힙..
여행이 필요해,평범한 부부가 여행지서에 겪은 다양한 에피소드.
약속의 세계,"청소년기, 누구나 내면세계가 열린다."
그림작가를 찾습니다 신야사,문피아라는 사이트에 웹소설 신야사가 있습니다. 읽어보시고 연락주세요 kkisx12@daum.net
완벽하지 않은,완벽하지 않은 마법사의 완벽하지 않은 인형들 이야기
블러디아통일기,일상.마계.판타지.
국제결혼개그만화,한국-러시아 커플의 일상 연애 결혼 육아까지 지지고볶는 이야기
단호한 냥매,연재 중단
게릴라 라디오,"하는 일 없이 빈둥거리는 고시원, 그의 여친이자 타로마스터 타로,라스트 헤비메탈 히어로 중금속,독.."
신의 태궁,"신의 아이를 낳아 기르는 이와, 그를 사랑한 도깨비의 이야기.(매주 화요일 연재)"
인간마네킹,한 가게 안에서 벌어지는 살인 스토리.
논픽션,현실세계를 넘어 이세계로의 모험
사신도,동양풍
키드 아토믹,"멸망한 인류, 날뛰는 괴물, 낭자한 선혈, 키드 아토믹"
인형은 죽어있다,"어느 날 학교에 파견 온 과학자, 다정하게 보이지만 진짜 모습은 '미치광이'? .."
쓴세계,쓴세계 쓴커피 쓸데없는 생각
힘쎈소녀 아린이,"평범하지 않은, 아주 특별한 아린이의 스펙타클한 일상"
누구에게나 비밀은 있다,비밀을 보는 소년과 그 주변에서 일어나는 일들
박수받는 박수,"‘박수가된 前아이돌’과 그에게 접근한 의문의 귀신과 남자,그들에게얽힌 동양풍시대극판타지!"
31세기,"인류멸망후 천 년. 다시 시작되는 이야기, 미녀와 야수. 그녀는 그를 사랑할 수 있을까?"
꽃사마귀,가까운 미래 첨단 의료 기술을 총동해 사람들의 사망 일을 미리 알려 주는 의료 써비스가 생긴다...
요괴 오브 라이프,창작 요괴물 만화
다육이랑,"나도 집사다! 바로 다육이 집사! 다육이, 바라만 보면 될 것 같다고? 조용하고도 요란한 반려식물.."
변신,어느날 갑자기 찾아와버린 여고생 라이프
알라스카 맛있는 북극 이야기,"알라스카 먹방 시트콤 매주 화요일, 목요일 만나요!"
summer moment,평범한 썸머의 평범한 이야기
여기는 우리 하숙집,묘하게 범상치 않은 우리 하숙집 사람들이 살아가는 이야기
소멸,결국 모두 죽는다.
SNS 진실과 거짓,토범태영 단편집
마법소년 근무일지,"갑자기 지구에 나타난 적, 미지의 괴물들을 물리치기 위해 변신하는 마법소년들의 이야기"
쫓는 자,4년을 기다린 어느 군인의 추적이 시작된다.
이세계 건물주,편의점과 함께 낯선세상에 떨어진 알바생의 적응기
밀리아의 탈주일기,잘 부탁드립니다!
바네사의 사는 이야기,바네사가 사는 소소한 이야기들로 찾아뵐게요 :)
왜 연애하세요,당신의 연애강박증을 치료해드립니다.
오늘도 먹음 머금,밥 먹으러 다니는 두 친구
인공지능 루다,알수없는 곳에 끌려와 인공지능 루다를 만나면서 일어나는 판타지 드라마
사랑에 대한 이혜,“나는 그게 사랑인줄 알았어.” 삶이 벅찬 고등학생 ‘소연’이 갑자기 10년 뒤의 미래로 간다.
발달일기,"발달일기는 발달 장애인의 일상을 다룬 웹툰으로, 매주 수요일, 금요일에 연재됩니다."
시크릿로즈,그 꽃은 많은 비밀을 품고 있다 17살 한지혜 그녀의 삶은 지옥보다 더 한 고통 속에서 살아간다.
몽타주를잡아라,몽타주를잡으러 탐험을하다....
소년만화 같은 일상,일상이 소년만화! <내가 포기하길 바라는걸 포기해라!>
큘라라와 강콩콩의 마실나가기,요괴마을에 사는 큘라라와 강콩콩 두사람이 마실을 나가면서 벌어지는 여러 이야기들을 그립니다!
종석축구만화,화요일에 올라오는 축구이야기. 해외축구웹툰 <종석축구만화> 매주 펼쳐지는 해외축구의 세..
BL 돈 크라이 파더,다음 웹툰에 여쭙니다. 완결 아닌데 어째서 자꾸 자동으로 완결로 바뀌는 겁니까? 수정하러 또 들어..
덕질의 끝,연예인에 전혀 관심없던 내가 연예인에 입덕하다. 그러나...
저승 알바,취준생 여운! 저승사자에게 스카웃 제의를 받다 ?! 저승사자와 함께 이승의 악귀를 물리치자 !
라 비타 디 물고기,간단한 대화를 통해 물고기의 삶을 이해해보려고 하였습니다.
일기장 수정본 완결,남매가 폐교에 들어갔다가 일기장을 발견하뒤 폐가에서 위험한 일을 겪게된 단편 이야기
나와 그녀의 AC온라인,가상현실게임의 프로게이머 도전기
이름 없는 아이들의 화원,"조금은 특별한 버섯들이 모여있는 화원. 그곳을 관리하는 세 친구들, 그리고 아이들의 이야기."
온기,온기가 필요한 사람의 사랑 이야기
가끔 길치라면 좋겠다,가끔 길치라면 좋겠다고 생각합니다
피해인자,피해인자vs가해인자 피해인자 고등학생이 가해인자들의 습격을 해쳐나가며 성장하는 이야기
ㄹㅇ,ㅗㄹ
진화,영광스러운 진화를 위하여
쓴세계일보,쓴세계에서 발행하는 신문입니다
청춘은 언제나 푸르게,언덕 위의 나눔 고등학교. 평범한듯 조금씩 모자란(?) 남자고교생들의 일상.
그들의 사소한 초능력,여자친구와 헤어진 주진호 기자가 우연히 얻게 된 능력은 초능력이라고 하기엔 조금 사소하다.
큐리 옷병걸린 이야기,옷병이라는 고칠 수 없는 병에 걸려버렸다.
단편만화 모음집,주마다 선보이는 단편이야기 입니다.
호러트립,1인크리에이터의공포여행
헛어른,어느덧 적지 않은 나이지만 아직 어른이라고 하기엔 모든 것이 서툴기만 한 우리! 이것은 그런 우리..
이응이응이응,ㅇ.ㅇ.ㅇ [우린 아마 안 될 거야] 여성 의류 쇼핑몰에서 일어난다
내가 가장 눈부셨던 날,사회부적응한 29.7살 처음부터 다시 시작하는 그녀의 2번째 청춘기
기뇌수 콧구멍 외계인,기뇌수 - 콧구멍 외계인 -
뭉치는 팔뚝살 Tt밴드 운동만화,토범태영의 흔디 흔한 다이어트웹툰
삐뚤 빼뚤 원래 그래,우울과 조울을 오가며 혼란스러운 광이는 자신을 추스리며 지내도록 노력한다.
킬게라,로그라이크 다크 판타지. <킬게라>
뮤먼트,인간의 한계를 뛰어넘는 강한 힘을 얻게 된 [뮤먼트] (mutant + human)
고개를 돌릴수가 없어,사랑만 주다 가슴을 다쳐버린 이금표와 그런 금표의 사랑을 받지않았던 그 도율천의 엇갈리 마음
PUCK 퍽,유망 피겨 선수가 부상으로 은퇴 후 우연히 아이스 하키를 접하게 되면서 동료애와 열정을 불태우는 ..
검은 숲,복수를 위해 일부러 자살한 킬러 로즈마리의 저승 다크 판타지 이야기
노란모란,모란앵무의 소소한 단편 일상툰
너랑 나랑 우리,‘미니’라는 소녀와 여러 동물 친구들이 이 세상 어딘가에 있는 숲에서 함께 사는 이야기예요.
악연,"돈, 치정, 살인 욕망의 끝을 보여주는 그들의 잔혹한 이야기. 형사 그리고 절대악의 질긴 악연"
그저너와함께했던모든순간들,작가가 심심하면 그리는 그런 웹툰
외계인이 나타났다,평범했던 일상에 외계인이 나타났다!
홍홍시스터즈의 일상,"홍자두, 홍시연이 살아가는 이야기 매주 화 목 토 연재"
김송편과 박시루,긍정적이고 쾌활한 김송편과 진중하고 진지한 박시루의 뜻밖의 케미를 볼 수 있는 웹툰
빡대가리 토요일연재,29세 아저씨들이 현제의 인생을 고치기 위해서 17살 고등학생으로 돌아갔다?! 과연 인생을 고칠 ..
심쿵주의,사람들의 정기를 먹고 사는 매력적인 슬비의 심쿵한 이야기
꽃이 피고 진 자리,"사고로 기억을 잃은 은수, 기억을 차츰 찾아가면서 그녀는 자신의 존재를 의심하는데.."
좋은개 나쁜개 이상한개,좌충우돌 강아지 실전 사회화 교육만화.
빛과 어둠,모든 것을 잃고 복수를 꿈꾸는 남자와 모든 것을 잃고 희망을 찾아 나서는 남자의 숙명의 대서사시.
저세상 개그 만화,"소소하게 웃을 수 있는 저세상 개그 툰 입니다. 매 주 연재가 목표지만, 아마... 안될지도....."
햇 타임,귀여운 캐릭터들의 일상 이야기입니다.
소울문,최강을 꿈꾸다
추파카브라,흡혈귀가 된 개의 현대판타지액션
빛의공주님,예언됐으나 사랑받지못한 공주의 역경을이겨내는이야기 입니다.
X의 장례식,그녀가 죽었다. 수억 원에 달하는 그녀의 작품을 뮤즈에게 남긴 채.. 그녀의 뮤즈는 누구인가?
백홍시의 디어다이어리,"매일 한 편, 짧은 일기를 그립니다."
완벽한꿈,성격 빼고 모든 게 완벽한 엄친아인 고3 이호수는 어느 날부터 자신 앞에 자꾸 죽음이 찾아온다.
계절의 경계,사계절처럼 뚜렷한 특징과 성격을 가지고 싶어 하는 설 수림. 과연 수림은 자신의 계절을 찾을 수 ..
꽃은 피고 나비는 날아든다,전생에 이루지 못한 사랑을 환생해서 현세에 이루는 인간과 도깨비의 로맨스판타지
변태를 위한 나라는 없다,섹시블랙코미디
그함모스케치,작가가 일하다 심심하면 그리는 연애일상툰
여섯번째 별,말하는 남생이와 함께 어머니의 복수를 하기 위해 여행을 떠난다! 칠성풀이를 각색한 칠성신의 과거..
기호인간,일상
武,단편작들을 모은 옴니버스식 연재물입니다.
꽃길만 걸어요,"취업과 꿈을 이루기위한 도전, 일상생활의 소소한 이야기를 함께 나누며 공감하는 즐거운 일상툰 입니.."
RUN,달리기+일상 만화입니다
사슴과나무꾼,사슴과나무꾼의 전래동화 모험기.
고철의 마녀,폐허가 된 세상. 고철의 추억을 먹으며 인간의 기원을 찾아 여행하는 마녀 일행의 이야기.
돌격 아르몰드 아카데미,일상같아 보이지만 미묘하게 일상같지 않은 아카데미 이야기!
아름드리 카스테라,"드리, 아치, 뜰풀, 그리고 냐냐의 이야기"
워타임,"휴먼,이계종족,로봇군단들의 미래전쟁이 시작되었다!"
퐁텐아저씨 이야기,퐁텐아저씨가 들려주는 재미난 이야기
삼색아이스,"연인의사랑 ,친구의사랑 ,부모님의사랑 각각 다른 의미의 사랑이야기"
신령학당,"평범한 대학생 한태신,할머니 집에서 마주친 신비한 고양이 나비와 만나 여러 가지 사건에 휘말리게 .."
메리의 364일,기억을 잃은 채 저승에서 깨어난 메리. 죽음의 이유를 알기 위한 그녀의 364일이 시작된다.
크리에이터 아카데미,특성화 고등학교에서 신설 과로 '미디어 크리에이터를 양성'하는 과의 학생들의 이..
모든것,일상 행복 판타지
삶이란 삶이란 삶은계란,금수저 은영이의 카페 사장 도전기
수상한 사람 완결,산에 올라간 부부에게 수상하면서도 위험한 사람이 나타나게된다. 위험한 사람을 마주치게된 부부의 사..
프랑신,철학자 데카르트에 얽힌 전해오는 이야기를 각색해 보았습니다. 즐겁게 봐 주세요.
냥탐정 모모,"꽁냥꽁냥 로맨스 수진과 도윤, 그들과 함께 음모를 파헤치는 유쾌발랄 좌충우돌 냠탐정 모모의 모험이.."
아싸리미용실,일상생활 미용실에서 일어날수 있는일을 소소하게 풀어보았습니다^^
디스이즈 라이프 스토리,박장대소 댕무이야기
압도적 승리,압도적 승리.
공포 모음집 완결,5개의 공포모음집입니다. (예전에 올려둔걸 다시 올릴게요)
스타체이서,친구에게
HELP ME,자신의 나라를 파괴하고 자신도 죽으려던 주인공이 생존욕구가 강한 친구를 만나며 조금씩 변화해가는 ..
이미테이터 게임,현재 대세는 괴수를 잡는 영상을 올리는 개인채널히어로! 히어로들은 다양한 능력으로 괴수를 잡아 ..
77억개의 이세계 클리어,77억개의 이세계 클리어
개미생각,여러가지 실화를 바탕으로한 허구성 스토리
인어 라이더,"인어공주가 사랑하는 사람을 위해 다리를 얻어 인간세계에 적응하는 판타지 웹툰입니다,"
스토리 설정 오류,눈을 떠보니 세인트가 되어있었다
내가 죽인 너,"살해당한 전생을 기억하는 황서준과 이를 알아본 살인마 곽기우, 그리고 아이를 지키려는 부모님의 이.."
세계여행이야기 WTD,세계여행이야기 평범한 대학생 6개월의 잔잔한 세계여행이야기
바디체인지,"1년이라는 기간 동안 애인과 몸이 바뀐 채로 살아가야 한다? 10,20,30일 연재"
간절한 백합,"""당신은 운명을 믿으시나요?"" 전생부터 이어져왔던 그녀들의 사랑 이야기"
루기루,천사와 악마의 재난
일상괴담,각자의 사람들이 일상에서 마주치는 예기치 못한 무서운 이야기.
겨울 뒤 벚꽃,매일매일
레전드인생,레전드인생을 살던 한 남자의 이야기
정전,좀비 아포칼립스 속에서 가족을 찾으러 떠나는 이야기
TestTest,두번째 테스트
보통고의 평범한 일상,평범한 사람들의 특별한 이야기
민희의 마계 탐험 일지,평범한 청년의 마계 탐험 일지
DOER,김시진은 어느 날 의문의 버스 폭발 사건에 휩싸이고. 알 수 없는 잔상들을 보기 시작한다.
언다잉,죽은사람을 되살릴 방법을 알게된다면!
낭자 김수진,예쁘장한 소년 이야기
겨울에 만난 고양이,시골 집에 돌아가 글을 쓰기로 한 나는 고양이 한 마리를 발견한다.
요즘것들,할아버지와 청년의 홈쉐어링
레이먼 아이덴티티,자신만이 머글이라는 사실에 고통받던 레이먼은 어느 날 불의의 사고로 뜻 밖의 기억을 찾게 되는데
여름방학,여름방학 천녹리에서 이루어지는 다양한 친구들의 청춘 농촌 만화.
강아지와 나,강아지와의 소소한 일상이야기를 그리고 있습니다.
다람지의 일기,"#직장인의비애, #아홉수의슬픔 등 다람지의일상 이야기를 다룬 웹툰입니다."
90년대생입니다,오늘의 90년대생 이야기
죽은자의시간을팔아드립니다,기억을 잃은 저승사자 유진의 기억찾는 이야기
정령 콩쥐팥쥐,삶의 정령 콩쥐와 죽음의 정령 팥쥐. 이들은 오늘도 우주를 넘나들며 세상을 위협하는 역신들과 고군..
강냥콩 모두가 행복한 세상,각기 다른 성격을 가진 강아지 2마리와 고양이 2마리의 일상을 그립니다.
한비툰,한비 단편선
세모김밥2호,너! 내 친구 어때? 정말 예쁘고 성격도 짱이야. 내 친구와 내 게임동료를 이어주는 전략연애만화
오늘밤 야식을 먹는다,"맛있는 음식, 차가운 술 한 잔 = 행복"
술도 마음도 한잔,본인조차 눈치채지 못한 솔직한 마음. 마음의 벽을 술 한 잔으로 조금씩 허물어뜨리다
내사랑 샤이닝,"K-pop 아이돌 그룹 샤이닝 음악을 듣는게 유일한 낙인 제니, 그녀가 간직한 비밀은?"
무채색 일상,헛발질 마흔 살 보통의 나날들. 살아온 그리고 살아갈 이야기.
한번만,"존재감 없는 대학생, 지훈의 조용한 학과, 이면에는 실타래처럼 엮인 남녀관계가 위험한 곡예를 하고.."
연애는필연,누구나 연애를 할 수 있는 시대가 열렸다! 동화 같은 연애를 꿈꾸는 나리에게는 청천벽력 같은 소식..
사무실의 마법소녀,우리 사무실에는 마법소녀가 있다! 35살에 마법소녀로 투잡을 뛰게된 디자이너 윤주연의 생활기
판타전선,판타지세상의 취업전선
신아섬,"신아라고 불리는 초능력을 가진 아이들은 주어진 임무를 다하며, 앞으로 무엇을 해야 하는"
해피 캐피 라이프,"캐피와 미야에게 어느 날 찾아온 불청객, 우울증. 그리고 바뀌어 버린 그들의 힘겨운 하루하루 이야.."
논유주얼,드디어 취직을 했다. 근데 이 회사 정상이 아니다
그래 해결했어,고등학교 탐정동아리 소속 든해와 빛다의 막무가내 사건해결담~
봄이 없어도 괜찮아,새내기 때 멋모르고 시작했던 연애가 어느새 6년째! 영원할 것만 같았던 우리 사이도 점점 금이 간..
추억리스트,주호는 어느날 한 여학생 가은이가 찾아와 그를 데리고 6년전 고1 이였던 과거로 돌아가서 생기는 ..
애프터,좀비로 뒤덮인 세상. 아들을 찾으러가는 이야기.
알코리아,Fun Fun한 술 캐릭터들이 사연 많은 술잔을 마신다
자퇴생 Vlog,우리는 여기에 있다! 자퇴생 루투의 일상과 우리의 이야기
의미없는 만화,의미없는. 동화 같은 만화 (월요일 연재)
인어 라이더,인어공주가 섬총각을 사모하여 다리를 가지게 되고 인간세계의 라이더가 되어 모험과 사랑을 그리는 판..
수림,우울한 수림이 용을 만나 성장해 나가는 현대 판타지물
나에게 너는,남들과 다르지 않은 우리들 이야기 / 매주 수 연재
문라이트 칵테일,해가 지면 바의 문을 여는 사람들. 오늘은 과연 어떤 술을 마실까? 본격 음주 웹툰 문라이트 칵테..
